3794.358887,3991.794678,4198.461426,4120.512695,3705.640869,4169.743652,4199.487305,4182.563965,4200.512695,3776.410156,3945.128174,4201.538574,4102.563965,3877.435791,0
3817.94873,3990.769043,4204.102539,4121.025391,3718.461426,4170.256348,4202.05127,4182.563965,4198.974121,3800,3947.692139,4214.358887,4110.256348,3887.692139,1
3829.230713,3983.5896,4206.666504,4121.538574,3713.845947,4168.717773,4193.846191,4183.589844,4198.461426,3809.230713,3951.794678,4213.333008,4114.358887,3876.410156,2
3822.05127,3979.487061,4201.025391,4121.538574,3709.230713,4169.230469,4188.205078,4183.589844,4197.94873,3798.461426,3959.487061,4197.94873,4108.717773,3878.461426,3
3812.820313,3981.025635,4198.461426,4118.974121,3709.230713,4171.281738,4197.436035,4183.589844,4197.94873,3812.307617,3961.025635,4197.94873,4100.512695,3881.025635,4
3810.256348,3973.333252,4203.07666,4118.974121,3709.230713,4170.256348,4204.615234,4184.615234,4198.461426,3839.487061,3962.05127,4210.256348,4088.205078,3869.230713,5
3820,3966.666504,4208.205078,4119.487305,3720,4169.743652,4196.410156,4184.102539,4199.487305,3841.53833,3967.179443,4211.794922,4086.153809,3870.256348,6
3830.256348,3960.512695,4205.641113,4114.358887,3722.05127,4170.769043,4191.281738,4183.589844,4198.974121,3836.923096,3966.153809,4202.563965,4090.769043,3881.53833,7
3826.153809,3948.717773,4200.512695,4109.230469,3700.512695,4171.281738,4198.974121,4184.615234,4198.974121,3831.281982,3958.974365,4197.436035,4082.05127,3867.692139,8
3816.923096,3947.179443,4200.512695,4109.230469,3697.94873,4170.769043,4203.07666,4184.102539,4200.512695,3802.05127,3957.94873,4203.589844,4061.025635,3848.205078,9
3810.769043,3947.179443,4202.563965,4108.717773,3716.923096,4169.743652,4195.897461,4182.563965,4201.025391,3785.640869,3960,4209.743652,4046.153809,3852.307617,10
3816.923096,3938.461426,4205.12793,4107.692383,3724.102539,4171.281738,4190.256348,4183.589844,4200.512695,3807.179443,3963.5896,4206.666504,4045.128174,3869.743408,11
3841.53833,3936.923096,4205.641113,4113.846191,3723.076904,4174.871582,4196.410156,4185.641113,4200.512695,3824.615234,3970.769043,4201.025391,4052.820313,3881.53833,12
3855.897461,3942.05127,4204.615234,4116.410156,3721.53833,4174.871582,4202.05127,4184.102539,4201.025391,3831.794678,3974.871582,4202.563965,4055.897217,3875.897461,13
