4.795093e-02	 183
7.584909e-02	 162
6.371613e-01	 214
6.715278e-01	 176
8.792477e-02	 207
3.091518e-01	 395
2.583757e-01	 254
6.471354e-02	 175
8.218750e-02	 153
4.419967e-02	 191
1.133674e-01	 206
6.517225e-02	 222
2.475476e-02	 223
4.515149e-02	 182
7.473958e-02	 191
2.017634e-01	 277
4.654480e-02	 161
3.957916e-01	 201
6.770356e-02	 188
5.800518e-02	 159
5.748975e-01	 352
4.391602e-01	 250
5.289063e-02	 162
6.272356e-01	 366
5.611979e-02	 176
3.134470e-01	 313
8.196504e-02	 170
6.524123e-02	 170
8.160041e-02	 170
5.793108e-01	 244
7.030736e-02	 205
5.480957e-02	 151
