8.267241e-02	 190
1.433687e-01	 347
1.437320e-01	 174
2.736492e-02	 235
1.607915e-02	 160
1.754102e-02	 246
1.225749e-01	 205
5.719886e-02	 163
3.092752e-02	 159
1.800376e-01	 3.070000e+02
7.285775e-02	 165
2.020158e-01	 161
9.329861e-02	 168
5.089305e-02	 179
2.132744e-01	 176
1.161756e-01	 232
1.571117e-01	 225
1.382699e-01	 159
9.093245e-02	 219
9.410452e-02	 168
6.773313e-02	 155
1.225604e-01	 177
8.924632e-02	 196
1.173142e-01	 212
9.965433e-02	 152
1.578526e-01	 350
1.472553e-01	 166
1.692649e-01	 227
6.909180e-01	 176
6.257891e-02	 186
1.395349e-01	 242
2.086779e-02	 264
6.748445e-02	 168
1.825854e-02	 172
1.031038e-01	 222
5.769965e-02	 161
3.636806e-01	 242
2.583722e-01	 176
7.500000e-02	 161
2.275792e-01	 179
5.173218e-02	 160
1.509115e-01	 196
1.046119e-01	 151
1.993350e-01	 163
1.141036e+00	 224
1.100732e-01	 249
1.040737e-01	 192
1.773992e-01	 253
2.727303e-01	 164
3.033482e-01	 164
1.710069e-01	 181
5.777616e-02	 157
1.590686e-01	 260
1.386446e-01	 184
1.482930e-01	 161
2.868652e-01	 160
7.655782e+00	 794
1.399296e-01	 179
3.633840e-01	 175
4.079491e-02	 150
8.064014e-02	 168
4.025703e+00	 373
2.004985e-01	 220
1.108954e-01	 168
1.429739e-01	 152
2.509131e-01	 173
4.091022e-01	 165
2.480469e-01	 159
2.391690e-02	 373
3.046875e-01	 181
1.361675e-01	 234
2.308780e-01	 191
4.778493e-01	 260
3.049588e-01	 181
8.257754e-01	 218
1.925456e-01	 178
1.593471e-01	 164
1.128255e-01	 157
6.865339e-02	 177
