2.238582e-02	 225
8.236194e-02	 186
3.806108e-01	 350
8.808877e-02	 185
1.116514e-01	 196
5.078125e-02	 192
1.034564e-01	 204
1.239330e-01	 223
1.630859e-01	 324
9.459635e-02	 209
1.423149e-01	 274
9.909784e-02	 211
9.397951e-02	 213
1.095396e-01	 274
1.150296e-01	 195
1.509766e-01	 208
1.433919e-01	 219
1.147135e-01	 227
1.137695e-01	 196
1.017113e-01	 208
1.222656e-01	 258
1.075652e-01	 234
1.207031e-01	 301
1.525200e-01	 220
1.264648e-01	 222
1.041667e-01	 200
1.400286e-01	 207
1.324602e-01	 218
1.203977e-01	 246
1.090084e-01	 282
9.452807e-02	 198
1.200572e-01	 238
1.078241e-01	 206
1.383642e-01	 217
4.394531e-02	 184
1.240234e-01	 277
1.287946e-01	 260
1.238720e-01	 233
1.263247e-01	 206
1.435547e-01	 222
1.631871e-01	 227
1.250893e-01	 218
1.404058e-01	 193
1.194643e-01	 217
1.349620e-01	 243
1.114583e-01	 232
1.374960e-01	 270
1.426715e-01	 237
1.261230e-01	 256
1.261742e-01	 237
1.329013e-01	 267
1.075932e-01	 215
1.177083e-01	 235
1.380208e-01	 220
1.544973e-01	 233
1.344790e-01	 215
1.110305e-01	 226
1.336914e-01	 258
1.286236e-01	 213
1.219429e-01	 242
1.145833e-01	 211
1.454341e-01	 233
1.024465e-01	 251
1.137771e-01	 204
1.124399e-01	 246
1.250840e-01	 210
4.194079e-02	 200
1.255435e-01	 232
1.211360e-01	 195
1.361607e-01	 224
1.141972e-01	 244
1.325061e-01	 239
1.360743e-01	 278
1.377232e-01	 220
1.448785e-01	 260
1.156994e-01	 285
1.030852e-01	 216
1.372070e-01	 242
1.030506e-01	 212
1.058408e-01	 258
1.165179e-01	 250
8.929869e-02	 214
1.155457e-01	 221
1.350694e-01	 276
4.101562e-02	 237
1.164063e-01	 190
9.751157e-02	 169
1.101674e-01	 162
1.375868e-01	 212
1.281002e-01	 212
9.665350e-02	 201
1.318114e-01	 257
1.141083e-01	 225
1.078125e-01	 236
1.048720e-01	 244
1.072354e-01	 236
1.337023e-01	 235
1.259639e-01	 228
1.344401e-01	 258
1.123047e-01	 203
1.012731e-01	 194
9.949682e-02	 217
1.166956e-01	 184
8.035714e-02	 207
1.311765e-01	 194
1.112677e-01	 209
1.167969e-01	 189
1.021988e-01	 209
1.136882e-01	 179
1.235547e-01	 222
8.674173e-02	 171
2.277778e-01	 312
7.322266e-02	 191
7.803199e-02	 220
9.606999e-02	 201
8.021763e-02	 188
4.369213e-02	 180
1.066964e-01	 156
8.970938e-02	 184
1.159441e-01	 231
1.740838e-01	 515
7.970378e-02	 157
1.240596e-01	 204
1.065499e-01	 248
1.065538e-01	 158
1.637228e-01	 238
1.074771e-01	 223
1.119178e-01	 216
1.135980e-01	 226
1.278015e-01	 183
1.808197e-01	 296
1.154637e-01	 195
1.092270e-01	 217
1.300900e-01	 170
4.614258e-02	 159
1.630784e-01	 216
1.275202e-01	 182
1.530540e-01	 234
9.335938e-02	 186
1.179688e-01	 174
1.227273e-01	 217
8.572049e-02	 159
9.238911e-02	 188
2.090208e-01	 306
1.551649e-01	 187
1.182119e-01	 221
1.112839e-01	 168
9.476591e-02	 206
1.196289e-01	 181
1.751154e-01	 235
1.073136e-01	 193
1.131190e-01	 211
1.166745e-01	 214
1.295803e-01	 196
1.152859e-01	 187
1.268331e-01	 232
1.309622e-01	 166
1.717033e-01	 210
1.353401e-01	 233
1.360795e-01	 198
9.835258e-02	 190
