6.252591e-02	 1.537664e+02
9.568019e-02	 2.583481e+02
1.067535e-01	 2.101024e+02
1.694161e-01	 2.008839e+02
2.897457e-01	 3.807206e+02
1.608737e-01	 4.161937e+02
6.419098e-02	 2.677589e+02
7.037275e-02	 2.206095e+02
1.107164e-01	 2.102595e+02
1.274844e-01	 2.703904e+02
1.627102e-01	 2.323625e+02
6.700353e-02	 1.808175e+02
1.508318e-01	 2.053915e+02
1.647577e-01	 4.232492e+02
1.791231e-01	 2.344616e+02
2.190487e-01	 1.710530e+02
2.036870e-01	 1.867017e+02
1.391709e-01	 1.743574e+02
1.626345e-01	 2.296989e+02
1.128223e-01	 3.651610e+02
1.882411e-01	 2.986204e+02
1.631841e-01	 3.790104e+02
8.604709e-02	 2.127539e+02
1.827972e-01	 3.059720e+02
1.128651e-01	 3.255641e+02
1.384541e-01	 3.079255e+02
2.804408e-01	 2.690767e+02
2.885217e-01	 1.896201e+02
9.895494e-02	 2.287847e+02
3.784648e-01	 6.347093e+02
1.197079e-01	 3.559905e+02
2.972174e-01	 2.436546e+02
1.210479e-01	 1.883993e+02
2.601532e-01	 2.680031e+02
2.480450e-01	 4.073985e+02
1.629352e-01	 2.570196e+02
1.061742e-01	 2.300312e+02
2.837904e-01	 2.743968e+02
2.602660e-01	 3.207676e+02
1.410633e-01	 2.174988e+02
1.395241e-01	 2.474731e+02
2.163877e-01	 1.937284e+02
1.555749e-01	 2.953359e+02
1.844025e-01	 1.542865e+02
2.446824e-01	 3.717354e+02
9.333604e-02	 2.468895e+02
1.507462e-01	 1.629051e+02
1.184320e-01	 3.053069e+02
1.027057e-01	 2.312413e+02
2.911942e-01	 2.313813e+02
2.582076e-01	 2.852802e+02
1.237175e-01	 3.238479e+02
1.062866e-01	 2.085289e+02
8.809062e-02	 1.824326e+02
9.918142e-02	 1.708444e+02
6.239529e-02	 1.582226e+02
2.847592e-01	 3.215032e+02
1.102669e-01	 1.704576e+02
8.832207e-02	 1.896209e+02
1.890099e-01	 5.393033e+02
1.016728e-01	 2.275503e+02
1.351166e-01	 3.014440e+02
1.580301e-01	 3.152365e+02
1.679885e-01	 2.395258e+02
1.043321e-01	 2.553374e+02
9.397999e-02	 1.579739e+02
1.352292e-01	 2.034485e+02
1.562336e-01	 3.004761e+02
1.288922e-01	 2.146324e+02
1.590426e-01	 1.985176e+02
1.433407e-01	 2.515919e+02
1.548204e-01	 2.534136e+02
1.886800e-01	 2.651620e+02
1.007181e-01	 1.803425e+02
