 sampling:128, subject:ethan                                                                           , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
4481.025391,4129.230469,4481.025391,4627.179199,4607.692383,4435.384277,4210.256348,4238.974121,4816.410156,4839.487305,4972.820313,4433.846191,4131.794922,4517.94873
4463.589844,4120,4453.333008,4620,4577.94873,4436.922852,4214.358887,4246.153809,4798.461426,4817.94873,4960.512695,4416.922852,4121.538574,4519.487305
4461.538574,4123.07666,4437.94873,4618.461426,4584.615234,4445.12793,4217.436035,4248.205078,4771.794922,4807.692383,4958.461426,4406.666504,4118.974121,4511.794922
4440.512695,4111.281738,4414.871582,4617.94873,4585.12793,4446.666504,4211.281738,4244.102539,4742.05127,4784.615234,4954.871582,4388.205078,4104.102539,4494.871582
4415.897461,4106.153809,4396.410156,4614.358887,4573.333008,4445.641113,4206.666504,4242.563965,4727.692383,4752.820313,4951.281738,4369.230469,4091.794678,4487.179199
4399.487305,4105.12793,4380.512695,4609.230469,4567.692383,4446.153809,4215.897461,4242.563965,4722.05127,4736.410156,4944.615234,4347.179199,4084.102539,4483.589844
4402.05127,4107.179199,4376.410156,4613.846191,4578.974121,4449.230469,4222.563965,4240.512695,4724.615234,4746.666504,4945.641113,4344.102539,4092.307617,4489.743652
4398.461426,4106.153809,4366.666504,4612.820313,4578.974121,4450.769043,4213.846191,4241.025391,4724.102539,4743.589844,4942.563965,4338.974121,4096.410156,4486.153809
4364.102539,4086.153809,4333.333008,4596.410156,4550.256348,4444.615234,4206.666504,4241.538574,4708.205078,4709.230469,4926.666504,4309.230469,4076.410156,4465.12793
4335.897461,4064.615234,4305.641113,4587.179199,4527.179199,4436.410156,4214.358887,4240.512695,4691.281738,4680.512695,4915.897461,4284.615234,4058.461426,4461.538574
4330.769043,4057.94873,4293.846191,4588.205078,4529.230469,4436.922852,4219.487305,4240.512695,4689.230469,4670.256348,4913.846191,4275.384277,4054.871582,4473.846191
4317.436035,4045.128174,4270.769043,4581.025391,4525.12793,4437.435547,4214.871582,4241.538574,4683.589844,4657.94873,4903.07666,4256.410156,4046.153809,4467.179199
4301.025391,4024.615234,4247.692383,4572.307617,4504.615234,4431.794922,4212.307617,4244.615234,4660,4634.871582,4885.641113,4234.871582,4036.410156,4458.461426
4304.102539,4024.102539,4242.563965,4570.769043,4496.922852,4429.743652,4212.307617,4245.641113,4639.487305,4614.358887,4872.307617,4229.230469,4040,4462.05127
4288.717773,4020.512695,4220,4561.538574,4487.692383,4432.307617,4210.769043,4243.07666,4622.563965,4591.794922,4863.07666,4209.743652,4031.794678,4450.256348
4252.820313,4004.615234,4194.871582,4554.871582,4475.897461,4426.666504,4212.307617,4242.05127,4607.179199,4569.230469,4861.538574,4187.692383,4015.897217,4440.512695
4229.743652,3989.743408,4176.410156,4553.846191,4471.281738,4418.461426,4216.922852,4242.563965,4591.794922,4541.025391,4851.794922,4167.692383,3999.487061,4441.538574
4226.153809,3983.076904,4153.333008,4548.717773,4469.230469,4417.94873,4215.897461,4242.05127,4580.512695,4529.743652,4833.846191,4150.769043,3992.820313,4435.897461
4214.871582,3975.384521,4130.769043,4540,4449.230469,4417.435547,4212.307617,4243.07666,4563.589844,4521.025391,4821.538574,4136.922852,3989.230713,4423.589844
4213.846191,3984.615234,4129.743652,4543.07666,4443.589844,4416.922852,4211.281738,4242.05127,4562.563965,4507.179199,4817.94873,4136.410156,3995.897217,4426.153809
4192.307617,3979.487061,4107.179199,4541.538574,4443.07666,4413.333008,4212.307617,4240,4558.974121,4483.07666,4805.12793,4117.436035,3984.615234,4419.487305
4160,3960,4070.256348,4529.743652,4433.333008,4407.692383,4214.358887,4240,4529.743652,4464.615234,4796.410156,4089.743408,3965.128174,4412.820313
4145.12793,3944.615234,4045.128174,4516.922852,4421.538574,4405.12793,4215.897461,4241.025391,4487.179199,4449.230469,4784.615234,4065.128174,3949.743408,4407.179199
4136.410156,3935.897461,4028.717773,4511.281738,4410.769043,4403.07666,4214.358887,4242.05127,4471.794922,4435.384277,4762.05127,4045.640869,3939.487061,4400.512695
4111.281738,3922.563965,4008.717773,4507.692383,4390.256348,4395.897461,4211.794922,4242.563965,4465.12793,4413.333008,4749.743652,4027.179443,3934.871582,4396.410156
4097.436035,3919.487061,3994.871582,4502.563965,4386.153809,4394.358887,4212.307617,4242.563965,4445.641113,4391.281738,4754.358887,4012.820313,3935.897461,4396.922852
4091.794678,3911.794678,3977.94873,4495.897461,4381.538574,4397.435547,4213.846191,4242.563965,4429.230469,4379.487305,4744.102539,3987.692139,3921.025635,4388.717773
4068.717773,3886.153809,3948.205078,4490.256348,4356.410156,4393.846191,4214.358887,4240.512695,4409.743652,4354.871582,4715.384277,3956.410156,3901.53833,4380
4056.923096,3883.076904,3936.923096,4488.717773,4352.307617,4391.281738,4213.333008,4237.94873,4391.794922,4335.897461,4700,3952.820313,3907.179443,4379.487305
4066.153809,3907.179443,3949.743408,4492.820313,4371.281738,4393.846191,4210.256348,4241.025391,4397.435547,4347.692383,4702.563965,3969.743408,3924.615234,4381.025391
4054.871582,3907.692139,3942.05127,4490.256348,4364.615234,4392.307617,4210.769043,4242.05127,4395.897461,4335.897461,4697.435547,3958.461426,3918.461426,4373.846191
4017.435791,3871.794678,3895.897461,4472.820313,4334.358887,4385.12793,4213.846191,4239.487305,4362.05127,4275.384277,4674.358887,3905.640869,3881.025635,4357.94873
4012.307617,3869.743408,3878.974365,4468.205078,4340.512695,4385.12793,4213.333008,4237.436035,4361.025391,4265.12793,4668.205078,3885.128174,3876.410156,4357.94873
4024.102539,3889.230713,3884.615234,4473.846191,4355.384277,4387.692383,4213.333008,4238.461426,4380.512695,4288.205078,4672.307617,3898.974365,3901.53833,4361.538574
4014.358887,3885.640869,3865.128174,4466.666504,4342.563965,4385.12793,4214.871582,4237.94873,4369.743652,4272.820313,4657.94873,3893.333252,3907.179443,4351.281738
3980,3858.974365,3825.640869,4451.794922,4307.692383,4379.487305,4211.794922,4237.436035,4340.512695,4235.384277,4626.153809,3857.435791,3882.05127,4334.871582
3961.025635,3849.230713,3812.820313,4449.230469,4297.436035,4375.897461,4207.692383,4237.436035,4332.820313,4223.589844,4608.205078,3837.435791,3874.871582,4335.384277
3956.410156,3825.640869,3802.563965,4441.538574,4285.12793,4372.307617,4216.410156,4238.461426,4315.384277,4200,4591.281738,3817.94873,3860.512695,4336.410156
3951.794678,3785.128174,3782.563965,4430.256348,4265.641113,4369.230469,4222.05127,4241.538574,4292.820313,4169.743652,4571.281738,3793.333252,3840.512695,4326.666504
3929.230713,3794.358887,3773.845947,4435.897461,4264.615234,4369.230469,4215.384277,4241.025391,4296.410156,4165.641113,4573.333008,3778.974365,3860,4314.871582
3936.923096,3797.94873,3797.435791,4445.12793,4269.230469,4371.281738,4208.717773,4232.820313,4309.230469,4164.102539,4578.974121,3792.820313,3863.076904,4325.641113
3979.487061,3742.563965,3804.615234,4436.410156,4246.666504,4367.179199,4211.281738,4232.307617,4281.538574,4118.974121,4554.871582,3802.563965,3811.794678,4343.07666
4053.333252,3949.230713,3812.307617,4440,4267.179199,4367.179199,4213.333008,4237.94873,4274.871582,4113.846191,4568.205078,3822.05127,3867.692139,4387.692383
4184.102539,4461.025391,3876.410156,4465.641113,4337.436035,4378.461426,4211.281738,4236.922852,4325.641113,4182.563965,4622.05127,3905.128174,4027.692139,4484.102539
4368.717773,4793.846191,3950.256348,4472.820313,4352.820313,4380.512695,4209.230469,4235.897461,4345.641113,4212.307617,4622.563965,4028.717773,4078.974365,4608.205078
4526.153809,4761.538574,3969.743408,4454.358887,4294.871582,4366.666504,4208.717773,4240.512695,4297.436035,4146.666504,4567.179199,4120,4005.128174,4700.512695
4618.461426,4649.230469,3981.53833,4451.281738,4257.436035,4359.487305,4209.743652,4237.94873,4253.333008,4081.53833,4546.666504,4199.487305,3956.410156,4761.538574
4683.07666,4561.538574,4021.025635,4465.641113,4255.897461,4361.538574,4214.358887,4234.358887,4251.281738,4070.256348,4565.12793,4284.615234,3940,4814.358887
4715.384277,4407.692383,4028.205078,4464.102539,4221.538574,4356.410156,4218.974121,4234.871582,4240,4048.205078,4559.487305,4291.794922,3893.845947,4839.487305
4707.692383,4246.153809,4003.076904,4454.358887,4170.256348,4345.641113,4215.384277,4233.333008,4216.410156,4014.358887,4537.435547,4246.153809,3856.410156,4831.794922
4668.717773,4146.153809,3982.563965,4450.256348,4148.717773,4339.487305,4211.281738,4234.358887,4201.538574,3987.179443,4524.102539,4222.563965,3852.820313,4808.717773
4603.589844,4115.897461,3954.358887,4444.615234,4142.05127,4336.922852,4215.384277,4238.974121,4193.846191,3960,4513.333008,4183.589844,3848.717773,4779.487305
4511.281738,4100,3906.666504,4430.769043,4121.538574,4331.794922,4216.922852,4235.897461,4177.436035,3926.666504,4492.820313,4095.897217,3826.153809,4736.410156
4426.666504,4096.410156,3871.794678,4422.05127,4122.563965,4330.256348,4213.846191,4233.333008,4171.281738,3922.05127,4485.12793,4021.025635,3833.845947,4698.461426
4343.589844,4087.179443,3825.128174,4409.743652,4119.487305,4331.281738,4217.94873,4237.436035,4160,3914.871582,4475.384277,3940,3831.794678,4657.435547
4261.025391,4066.666504,3774.358887,4398.974121,4108.205078,4331.794922,4217.94873,4237.94873,4155.384277,3907.179443,4454.358887,3854.871582,3814.358887,4609.230469
4179.487305,4042.563965,3730.769043,4392.307617,4107.692383,4331.794922,4211.281738,4234.871582,4156.410156,3905.640869,4436.922852,3786.666504,3811.794678,4555.384277
4101.538574,4016.923096,3686.666504,4385.12793,4113.333008,4331.794922,4212.820313,4232.307617,4140,3885.640869,4418.461426,3724.615234,3809.230713,4512.307617
4027.692139,3984.102539,3636.923096,4370.256348,4107.692383,4327.179199,4217.94873,4230.769043,4118.974121,3858.974365,4385.12793,3652.820313,3781.53833,4477.435547
3968.717773,3961.025635,3603.076904,4362.05127,4105.641113,4322.563965,4214.358887,4229.743652,4125.641113,3865.640869,4351.281738,3606.153809,3766.666504,4437.94873
3902.05127,3931.281982,3567.179443,4356.410156,4087.179443,4318.974121,4213.846191,4231.794922,4122.05127,3864.102539,4317.94873,3573.333252,3764.102539,4386.153809
3837.94873,3900,3530.769043,4348.205078,4068.205078,4316.922852,4217.436035,4232.820313,4105.12793,3841.53833,4298.461426,3539.487061,3757.94873,4348.717773
3785.128174,3873.845947,3503.5896,4337.94873,4068.717773,4314.358887,4213.333008,4233.846191,4100.512695,3825.640869,4288.717773,3508.205078,3745.128174,4323.07666
3738.461426,3847.179443,3473.333252,4328.717773,4065.640869,4307.692383,4210.256348,4232.307617,4092.820313,3807.179443,4277.94873,3470.769043,3732.307617,4296.922852
3694.358887,3819.487061,3444.102539,4316.922852,4048.205078,4303.589844,4216.410156,4231.281738,4075.384521,3785.128174,4263.589844,3432.820313,3723.5896,4268.205078
3630.769043,3772.820313,3409.743408,4297.436035,4020.512695,4299.487305,4219.487305,4233.333008,4049.743408,3757.94873,4233.846191,3397.435791,3697.435791,4230.769043
3580.512695,3738.974365,3380,4283.07666,4002.05127,4294.871582,4211.794922,4234.358887,4030.769043,3734.358887,4207.179199,3371.281982,3678.461426,4204.102539
3582.05127,3754.871582,3378.461426,4283.07666,4012.820313,4298.974121,4208.717773,4233.333008,4040,3742.563965,4214.358887,3369.230713,3698.974365,4206.153809
3582.05127,3752.820313,3376.410156,4278.974121,4018.461426,4300.512695,4213.846191,4232.307617,4047.692139,3753.333252,4224.102539,3377.435791,3713.845947,4204.102539
3532.307617,3699.487061,3337.435791,4261.538574,3987.692139,4288.205078,4216.410156,4232.307617,4004.102539,3713.845947,4196.410156,3348.717773,3686.666504,4179.487305
3497.94873,3676.923096,3314.871826,4252.820313,3972.307617,4282.563965,4213.846191,4230.769043,3977.435791,3683.5896,4168.205078,3313.846191,3667.179443,4163.07666
3487.692139,3670.256348,3311.794678,4250.256348,3961.025635,4283.07666,4212.307617,4231.281738,3986.666504,3677.435791,4154.358887,3305.640869,3658.974365,4151.281738
3477.435791,3651.281982,3301.025635,4245.641113,3938.974365,4278.461426,4210.256348,4231.794922,3972.820313,3657.94873,4140,3306.666504,3653.333252,4139.487305
3456.923096,3634.871826,3284.102539,4240,3926.153809,4276.410156,4210.256348,4229.743652,3937.94873,3628.717773,4124.102539,3284.615234,3638.461426,4131.281738
3452.820313,3635.384521,3289.230713,4240,3931.281982,4277.436035,4212.820313,4228.205078,3944.102539,3634.358887,4121.025391,3276.923096,3635.384521,4138.461426
3458.974365,3628.205078,3290.256348,4238.974121,3921.53833,4272.820313,4213.846191,4231.281738,3957.435791,3636.923096,4112.820313,3283.076904,3644.102539,4140
3458.974365,3623.5896,3279.487061,4236.922852,3916.410156,4271.281738,4212.307617,4231.281738,3949.230713,3628.717773,4090.256348,3282.05127,3653.333252,4132.820313
3436.923096,3613.333252,3265.640869,4229.743652,3904.615234,4267.692383,4210.769043,4226.153809,3936.923096,3619.487061,4069.743408,3269.230713,3643.076904,4121.538574
3431.794678,3618.974365,3271.794678,4228.205078,3892.307617,4263.589844,4209.230469,4225.12793,3940,3623.5896,4080.512695,3269.743408,3647.692139,4125.641113
3428.205078,3627.179443,3271.281982,4229.230469,3886.666504,4265.12793,4211.281738,4228.717773,3938.461426,3626.153809,4094.871582,3265.640869,3656.410156,4121.538574
3410.769043,3617.435791,3254.871826,4222.563965,3880,4264.102539,4215.897461,4229.743652,3931.794678,3615.384521,4082.563965,3258.461426,3647.692139,4109.743652
3402.563965,3603.076904,3245.128174,4212.307617,3858.461426,4256.410156,4215.897461,4226.153809,3924.102539,3601.025635,4063.5896,3259.487061,3643.5896,4105.641113
3397.435791,3593.333252,3235.384521,4205.641113,3836.410156,4253.333008,4211.281738,4225.641113,3910.256348,3585.128174,4056.410156,3252.820313,3640,4097.94873
3395.384521,3592.820313,3230.769043,4205.641113,3841.53833,4255.384277,4210.256348,4226.153809,3898.461426,3576.410156,4058.461426,3244.615234,3637.435791,4096.922852
3396.923096,3594.871826,3235.384521,4204.615234,3854.871582,4254.358887,4212.307617,4227.692383,3891.794678,3574.358887,4053.845947,3243.5896,3642.563965,4108.205078
3386.666504,3585.128174,3231.281982,4194.871582,3848.205078,4250.769043,4213.333008,4227.692383,3884.615234,3570.256348,4037.94873,3237.94873,3636.923096,4105.641113
3375.897461,3571.281982,3218.461426,4184.615234,3825.128174,4247.692383,4214.358887,4225.641113,3875.897461,3570.769043,4020.512695,3228.717773,3628.717773,4094.871582
3384.102539,3569.743408,3214.358887,4182.05127,3812.820313,4243.589844,4210.769043,4223.589844,3873.333252,3575.897461,4011.794678,3230.769043,3638.974365,4092.820313
3370.256348,3560.512695,3200,4174.358887,3803.076904,4239.487305,4207.692383,4225.12793,3867.692139,3563.076904,4003.5896,3225.640869,3634.358887,4087.179443
3354.358887,3559.487061,3194.871826,4169.743652,3805.640869,4241.538574,4209.230469,4225.641113,3869.230713,3555.897461,4002.563965,3226.666504,3628.717773,4090.256348
3357.435791,3557.94873,3197.435791,4167.692383,3792.820313,4241.025391,4212.307617,4224.102539,3857.435791,3545.640869,3995.384521,3220.512695,3629.230713,4093.333252
3356.923096,3545.640869,3190.769043,4158.974121,3774.358887,4233.846191,4212.820313,4223.07666,3834.358887,3526.666504,3984.102539,3208.717773,3622.563965,4085.640869
3358.461426,3548.205078,3197.94873,4154.358887,3790.256348,4231.281738,4213.333008,4223.07666,3823.5896,3522.563965,3985.128174,3219.487061,3626.153809,4088.717773
3392.307617,3587.179443,3233.333252,4166.666504,3825.640869,4240.512695,4211.794922,4223.589844,3835.384521,3547.692139,3989.743408,3254.358887,3661.025635,4110.769043
3388.205078,3589.743408,3226.666504,4164.615234,3800.512695,4240.512695,4212.307617,4225.641113,3832.820313,3540,3971.794678,3246.666504,3658.974365,4105.641113
3351.281982,3559.487061,3195.897461,4150.769043,3768.717773,4232.307617,4211.794922,4222.05127,3815.897461,3509.743408,3956.923096,3220,3634.358887,4091.281982
3340.512695,3545.640869,3186.666504,4145.12793,3779.487061,4230.769043,4210.769043,4221.538574,3796.923096,3495.384521,3946.153809,3209.743408,3628.717773,4086.153809
3354.871826,3551.794678,3189.743408,4143.07666,3784.615234,4233.333008,4211.794922,4225.12793,3796.410156,3504.615234,3929.743408,3213.846191,3634.358887,4085.128174
3360,3556.410156,3191.794678,4140,3773.845947,4230.256348,4211.794922,4225.12793,3817.435791,3521.025635,3927.179443,3226.153809,3641.53833,4086.153809
3363.5896,3564.102539,3202.563965,4140.512695,3784.102539,4225.12793,4209.230469,4223.589844,3830.256348,3531.281982,3935.384521,3235.384521,3653.333252,4089.743408
3347.179443,3547.179443,3187.179443,4129.230469,3776.923096,4223.589844,4209.230469,4226.153809,3807.179443,3514.871826,3914.358887,3211.281982,3633.333252,4073.845947
3311.794678,3506.153809,3148.717773,4109.230469,3740,4220,4211.794922,4223.589844,3775.897461,3478.461426,3881.53833,3173.846191,3593.845947,4055.897217
3315.384521,3505.128174,3150.256348,4108.205078,3740,4215.897461,4213.846191,4217.94873,3772.307617,3467.692139,3876.410156,3175.897461,3598.461426,4062.563965
3332.820313,3525.128174,3166.153809,4110.769043,3753.845947,4214.358887,4214.358887,4221.025391,3772.820313,3476.410156,3877.435791,3193.333252,3614.358887,4066.666504
3323.5896,3525.640869,3162.563965,4105.641113,3733.845947,4213.333008,4210.256348,4225.12793,3766.153809,3472.307617,3869.230713,3194.358887,3610.256348,4059.487061
3314.358887,3531.281982,3160.512695,4108.205078,3726.666504,4214.358887,4207.692383,4223.07666,3766.666504,3462.05127,3858.461426,3189.230713,3618.974365,4057.94873
3320.512695,3547.692139,3168.205078,4112.820313,3753.333252,4212.307617,4211.794922,4221.025391,3770.256348,3468.205078,3858.461426,3191.794678,3635.384521,4060
3314.358887,3538.974365,3160,4105.641113,3758.974365,4207.179199,4214.871582,4221.025391,3755.384521,3462.563965,3857.435791,3186.153809,3625.640869,4057.94873
3322.563965,3537.435791,3162.563965,4103.589844,3752.307617,4207.179199,4213.333008,4222.05127,3750.769043,3461.025635,3856.923096,3189.743408,3628.717773,4064.615234
3337.94873,3549.743408,3176.410156,4105.12793,3745.128174,4208.717773,4210.256348,4219.487305,3760.512695,3465.128174,3856.923096,3206.153809,3644.615234,4066.153809
3344.102539,3561.025635,3189.743408,4103.589844,3746.666504,4207.179199,4208.717773,4217.94873,3769.743408,3466.666504,3863.5896,3227.179443,3653.333252,4064.615234
3336.923096,3557.435791,3192.307617,4098.461426,3745.640869,4206.153809,4211.794922,4217.436035,3761.025635,3456.923096,3856.923096,3223.5896,3646.153809,4063.5896
3341.025635,3563.5896,3196.923096,4097.436035,3750.256348,4210.256348,4212.820313,4218.461426,3760,3464.615234,3850.256348,3219.487061,3652.307617,4068.717773
3343.5896,3568.717773,3194.871826,4097.436035,3739.487061,4206.153809,4211.794922,4218.461426,3752.820313,3467.692139,3846.153809,3221.025635,3659.487061,4066.666504
3340.512695,3566.666504,3191.281982,4096.410156,3727.692139,4197.94873,4211.281738,4216.922852,3739.487061,3458.974365,3834.358887,3217.94873,3656.923096,4061.025635
3336.410156,3571.281982,3192.307617,4094.871582,3740.512695,4200,4211.794922,4215.897461,3748.205078,3463.076904,3827.179443,3218.974365,3660.512695,4057.435791
3326.153809,3576.923096,3190.769043,4089.743408,3750.256348,4204.102539,4209.230469,4215.384277,3756.923096,3461.53833,3830.256348,3218.461426,3667.692139,4058.461426
3312.820313,3570.256348,3183.5896,4083.5896,3737.435791,4196.922852,4209.230469,4215.897461,3736.923096,3443.076904,3823.5896,3208.205078,3662.563965,4054.871582
3320.512695,3565.128174,3188.717773,4085.128174,3727.692139,4191.281738,4212.820313,4215.384277,3727.692139,3449.230713,3817.435791,3216.923096,3663.5896,4052.820313
3318.974365,3551.281982,3186.153809,4081.025635,3715.384521,4191.281738,4212.307617,4216.922852,3735.897461,3449.743408,3814.358887,3224.102539,3662.05127,4043.5896
3308.717773,3546.153809,3182.563965,4073.845947,3711.281982,4189.230469,4207.179199,4217.94873,3742.563965,3433.333252,3810.769043,3218.461426,3662.563965,4038.461426
3340,3591.281982,3218.974365,4086.666504,3748.205078,4195.384277,4205.641113,4217.436035,3768.717773,3468.205078,3829.230713,3246.666504,3698.974365,4057.435791
3371.794678,3630.769043,3252.307617,4102.563965,3786.153809,4202.05127,4209.230469,4216.410156,3781.53833,3503.5896,3843.5896,3275.897461,3725.640869,4072.307617
3384.615234,3640,3262.05127,4104.102539,3806.666504,4202.563965,4210.769043,4215.384277,3779.487061,3507.692139,3835.384521,3278.974365,3729.230713,4076.923096
3413.846191,3655.897461,3278.461426,4104.102539,3826.153809,4201.538574,4210.769043,4216.410156,3802.05127,3531.794678,3833.333252,3295.897461,3752.307617,4084.615234
3429.743408,3669.743408,3292.820313,4105.641113,3827.179443,4202.05127,4209.743652,4216.410156,3813.845947,3550.769043,3835.384521,3315.897461,3771.794678,4083.5896
3396.923096,3648.717773,3275.384521,4094.871582,3797.435791,4201.025391,4208.205078,4214.358887,3773.333252,3508.717773,3813.333252,3292.820313,3743.076904,4064.615234
3391.794678,3651.281982,3278.974365,4092.307617,3804.615234,4201.538574,4208.717773,4212.820313,3765.640869,3497.94873,3806.153809,3294.358887,3735.897461,4066.666504
3410.769043,3668.717773,3301.53833,4100.512695,3830.256348,4200,4209.743652,4217.436035,3786.666504,3524.102539,3815.897461,3320,3754.871582,4079.487061
3413.333252,3666.153809,3307.692139,4100,3827.179443,4195.897461,4209.230469,4213.846191,3778.461426,3522.563965,3813.333252,3319.487061,3753.845947,4073.845947
3402.05127,3650.256348,3291.281982,4087.179443,3803.076904,4194.871582,4209.743652,4208.205078,3759.487061,3500,3800.512695,3301.53833,3735.384521,4055.384521
3406.153809,3659.487061,3293.846191,4089.230713,3808.205078,4198.461426,4209.230469,4210.769043,3776.410156,3507.692139,3800.512695,3313.333252,3748.205078,4057.435791
3402.563965,3667.692139,3294.871826,4092.307617,3812.307617,4196.922852,4208.717773,4211.794922,3784.615234,3504.615234,3795.384521,3313.333252,3752.307617,4056.410156
3392.307617,3663.5896,3283.5896,4083.5896,3808.205078,4192.307617,4209.743652,4210.769043,3772.820313,3487.692139,3790.769043,3299.487061,3739.487061,4051.281982
3390.769043,3657.94873,3280,4077.435791,3812.307617,4190.256348,4211.281738,4215.384277,3759.487061,3489.743408,3793.845947,3305.640869,3744.615234,4052.307617
3385.128174,3641.025635,3275.897461,4073.845947,3796.923096,4187.179199,4210.769043,4218.461426,3741.53833,3489.230713,3789.230713,3309.743408,3741.53833,4046.153809
3366.153809,3622.05127,3256.923096,4066.666504,3762.05127,4182.05127,4209.743652,4211.281738,3728.717773,3468.717773,3775.897461,3292.820313,3713.845947,4032.820313
3378.974365,3645.640869,3270.256348,4072.820313,3777.435791,4186.153809,4207.179199,4210.769043,3749.230713,3480,3782.563965,3303.076904,3728.205078,4046.153809
3397.94873,3668.205078,3293.333252,4077.435791,3802.05127,4191.794922,4206.666504,4211.281738,3755.384521,3497.435791,3783.5896,3317.94873,3750.256348,4055.384521
3375.897461,3645.128174,3273.846191,4065.128174,3777.94873,4185.12793,4210.769043,4207.179199,3720.512695,3471.281982,3767.179443,3296.410156,3723.076904,4038.461426
3372.820313,3641.53833,3271.794678,4062.05127,3773.333252,4181.538574,4210.256348,4208.717773,3714.358887,3462.563965,3768.205078,3295.384521,3718.974365,4038.461426
3400.512695,3660.512695,3295.897461,4065.128174,3797.94873,4185.12793,4207.179199,4210.769043,3731.794678,3477.94873,3774.871582,3316.923096,3739.487061,4043.076904
3407.692139,3665.128174,3298.461426,4061.53833,3797.435791,4183.589844,4208.205078,4211.281738,3726.666504,3477.435791,3776.410156,3326.153809,3739.487061,4034.358887
3398.974365,3666.153809,3295.897461,4063.5896,3788.717773,4177.94873,4210.769043,4214.871582,3719.487061,3470.769043,3785.640869,3327.692139,3741.025635,4037.435791
3402.563965,3670.769043,3302.563965,4066.153809,3793.333252,4178.461426,4209.743652,4214.358887,3727.692139,3477.94873,3794.871582,3328.205078,3750.769043,4046.153809
3408.717773,3667.179443,3296.410156,4055.897217,3784.102539,4179.487305,4210.256348,4212.307617,3724.615234,3481.53833,3795.384521,3329.743408,3748.205078,4043.076904
3433.846191,3686.153809,3309.743408,4058.974365,3801.025635,4178.974121,4210.769043,4210.769043,3733.845947,3496.923096,3805.128174,3356.410156,3765.640869,4047.179443
3432.820313,3686.666504,3307.692139,4060.512695,3815.897461,4173.846191,4208.205078,4208.717773,3736.923096,3488.717773,3798.461426,3353.333252,3758.974365,4036.923096
3400.512695,3668.205078,3282.563965,4052.307617,3791.281982,4171.794922,4206.666504,4209.230469,3722.05127,3464.615234,3782.563965,3333.846191,3729.230713,4024.102539
3382.05127,3658.974365,3274.871826,4047.179443,3769.743408,4172.820313,4208.205078,4211.281738,3707.692139,3452.820313,3781.53833,3334.871826,3717.94873,4027.179443
3402.05127,3669.230713,3294.871826,4050.256348,3799.487061,4173.333008,4208.205078,4205.641113,3710.256348,3466.153809,3788.717773,3345.128174,3729.743408,4034.871582
3421.53833,3677.435791,3307.692139,4053.333252,3809.230713,4172.307617,4209.230469,4203.589844,3710.769043,3484.615234,3788.205078,3352.820313,3739.487061,4031.794678
3420.512695,3672.820313,3306.666504,4049.743408,3772.307617,4170.256348,4207.692383,4210.769043,3703.5896,3475.897461,3777.435791,3356.923096,3738.974365,4027.179443
3411.281982,3663.5896,3295.897461,4042.05127,3763.076904,4167.692383,4205.641113,4210.769043,3696.410156,3450.256348,3764.615234,3346.153809,3728.717773,4020
3427.692139,3687.692139,3303.5896,4045.128174,3805.640869,4166.153809,4208.717773,4206.153809,3702.05127,3460.512695,3772.820313,3359.487061,3740,4027.179443
3442.563965,3705.128174,3312.820313,4047.179443,3816.923096,4164.615234,4209.743652,4205.641113,3694.358887,3471.794678,3773.333252,3375.897461,3748.717773,4030.769043
3417.94873,3667.692139,3284.615234,4031.281982,3776.923096,4160.512695,4207.179199,4208.205078,3665.640869,3437.94873,3744.615234,3347.179443,3719.487061,4009.230713
3398.974365,3641.025635,3269.230713,4022.05127,3752.820313,4156.410156,4208.205078,4208.205078,3659.487061,3422.05127,3729.743408,3337.435791,3705.640869,3998.974365
3410.769043,3658.974365,3292.307617,4029.230713,3752.307617,4154.871582,4208.717773,4207.692383,3665.128174,3430.769043,3729.743408,3364.615234,3722.05127,4010.256348
3423.076904,3678.974365,3309.230713,4033.333252,3762.563965,4157.436035,4206.153809,4207.692383,3666.666504,3433.333252,3727.179443,3373.333252,3731.794678,4013.845947
3414.871826,3678.974365,3305.128174,4031.794678,3776.410156,4159.487305,4208.717773,4208.717773,3675.384521,3440,3725.128174,3369.743408,3730.769043,4012.307617
3416.410156,3675.384521,3307.692139,4032.820313,3779.487061,4157.436035,4211.794922,4207.179199,3682.05127,3456.923096,3720,3380.512695,3738.461426,4017.94873
3426.666504,3668.717773,3308.717773,4027.692139,3771.794678,4155.897461,4210.256348,4204.615234,3668.205078,3454.871826,3704.102539,3382.05127,3740,4012.820313
3431.281982,3673.845947,3311.281982,4025.128174,3770.256348,4155.384277,4207.179199,4207.692383,3669.743408,3455.897461,3699.487061,3390.769043,3743.076904,4003.5896
3415.897461,3671.281982,3310.256348,4023.076904,3756.923096,4152.307617,4206.153809,4207.692383,3668.205078,3452.820313,3696.410156,3391.794678,3735.384521,3997.435791
