4388.717773,5000.512695,4077.94873,4348.717773,4271.794922,4108.205078,4195.897461,4088.717773,4201.025391,4202.563965,4105.12793,4208.205078,4821.538574,4402.563965
4364.615234,4985.641113,4055.897217,4341.538574,4252.820313,4105.641113,4196.410156,4087.179443,4201.538574,4164.615234,4115.384277,4211.794922,4818.974121,4393.333008
4343.07666,4962.05127,4038.974365,4334.871582,4240.512695,4106.153809,4198.461426,4088.717773,4202.05127,4158.461426,4122.05127,4212.820313,4800.512695,4396.410156
4328.717773,4934.871582,4032.307617,4329.743652,4224.615234,4105.12793,4200,4089.230713,4201.538574,4151.794922,4098.461426,4214.358887,4771.281738,4390.256348
4330.256348,4932.820313,4026.666504,4331.794922,4207.179199,4105.12793,4201.538574,4089.743408,4201.538574,4127.692383,4076.923096,4218.461426,4773.846191,4366.153809
4342.05127,4956.922852,4017.435791,4336.922852,4202.05127,4106.666504,4202.05127,4090.769043,4202.05127,4122.563965,4086.153809,4212.820313,4793.333008,4353.846191
4320.512695,4958.974121,4003.076904,4330.769043,4205.12793,4106.153809,4199.487305,4086.666504,4202.05127,4110.769043,4074.358887,4206.153809,4760.512695,4337.436035
4285.12793,4938.974121,3986.666504,4321.025391,4190.256348,4106.666504,4198.974121,4082.563965,4201.538574,4087.692139,4034.871582,4212.820313,4706.153809,4309.230469
4287.179199,4933.846191,3977.94873,4323.07666,4168.205078,4108.205078,4202.563965,4082.563965,4202.05127,4078.461426,4015.384521,4221.025391,4691.794922,4296.922852
4294.358887,4943.589844,3971.794678,4323.07666,4160,4107.692383,4200.512695,4082.563965,4202.05127,4060,3998.974365,4213.846191,4682.05127,4281.025391
4263.07666,4945.12793,3958.461426,4314.358887,4136.410156,4105.641113,4193.846191,4082.05127,4202.05127,4000.512695,3962.563965,4205.12793,4643.07666,4238.974121
4224.615234,4933.333008,3940,4304.615234,4109.743652,4103.589844,4195.384277,4082.563965,4202.05127,3939.487061,3941.025635,4206.666504,4602.05127,4209.230469
4212.820313,4917.94873,3929.230713,4300,4113.333008,4103.589844,4202.05127,4082.563965,4201.538574,3922.05127,3927.179443,4214.871582,4570.256348,4203.07666
4212.307617,4911.794922,3933.333252,4302.563965,4108.205078,4105.12793,4196.922852,4082.563965,4200.512695,3942.05127,3901.025635,4215.897461,4549.743652,4195.384277
4208.205078,4907.692383,3936.410156,4308.205078,4075.384521,4106.666504,4192.820313,4083.5896,4200,3946.666504,3889.743408,4208.717773,4548.205078,4182.05127
4194.871582,4896.922852,3927.692139,4304.615234,4067.692139,4107.692383,4196.410156,4083.076904,4200,3916.410156,3891.794678,4205.12793,4542.563965,4167.179199
4158.461426,4873.333008,3921.53833,4291.281738,4081.53833,4107.692383,4195.897461,4081.025635,4201.025391,3896.410156,3874.871582,4210.256348,4507.692383,4148.717773
4134.358887,4849.743652,3924.615234,4285.12793,4073.845947,4109.230469,4193.846191,4082.05127,4201.025391,3912.307617,3858.974365,4215.897461,4483.589844,4141.025391
4143.589844,4841.538574,3929.230713,4290.769043,4049.743408,4111.281738,4196.922852,4086.153809,4200.512695,3916.923096,3857.94873,4213.333008,4493.333008,4140.512695
4151.281738,4837.435547,3929.743408,4291.281738,4035.384521,4108.717773,4199.487305,4089.230713,4201.538574,3892.307617,3854.871582,4209.230469,4505.12793,4126.153809
4140,4831.281738,3928.717773,4285.12793,4034.871582,4110.256348,4198.461426,4089.743408,4202.563965,3877.94873,3856.410156,4211.794922,4506.153809,4113.333008
4131.794922,4833.333008,3927.692139,4285.12793,4035.897217,4118.461426,4198.461426,4089.230713,4201.538574,3880.512695,3874.358887,4213.333008,4508.717773,4126.153809
4121.025391,4817.94873,3926.666504,4284.615234,4018.974365,4114.871582,4201.025391,4089.743408,4200.512695,3871.281982,3877.94873,4212.820313,4498.461426,4134.358887
4110.256348,4785.641113,3932.820313,4279.487305,4006.666504,4107.692383,4199.487305,4091.281982,4201.025391,3871.794678,3868.205078,4214.358887,4489.743652,4122.563965
4107.692383,4766.666504,3938.461426,4273.846191,4003.076904,4111.281738,4198.974121,4092.820313,4201.025391,3889.743408,3867.692139,4210.769043,4493.846191,4109.230469
4087.692139,4752.307617,3931.794678,4266.666504,3980,4110.769043,4199.487305,4093.845947,4201.025391,3877.435791,3868.205078,4206.153809,4483.07666,4097.436035
4062.05127,4728.717773,3928.717773,4261.025391,3961.53833,4106.153809,4201.025391,4094.358887,4201.025391,3848.717773,3864.102539,4209.743652,4461.538574,4093.845947
4064.615234,4714.358887,3941.53833,4263.07666,3965.640869,4110.769043,4199.487305,4093.333252,4201.025391,3852.307617,3863.5896,4213.846191,4458.461426,4100.512695
4067.179443,4701.538574,3947.179443,4260,3955.897461,4111.794922,4198.974121,4091.281982,4201.025391,3857.435791,3853.845947,4209.743652,4458.461426,4087.179443
4039.487061,4676.922852,3936.410156,4247.179199,3931.794678,4110.769043,4200.512695,4087.692139,4200.512695,3824.615234,3830.769043,4206.153809,4442.05127,4051.281982
4021.025635,4680,3929.743408,4249.743652,3929.230713,4118.461426,4199.487305,4087.692139,4201.538574,3804.615234,3833.845947,4206.666504,4437.435547,4041.025635
4029.230713,4696.922852,3933.845947,4261.538574,3940.512695,4122.563965,4200.512695,4090.769043,4202.05127,3833.333252,3851.794678,4209.743652,4445.12793,4054.358887
4028.717773,4679.487305,3936.410156,4260,3950.769043,4116.410156,4202.05127,4090.769043,4201.538574,3846.666504,3846.666504,4211.281738,4440.512695,4054.871582
4001.025635,4629.230469,3931.281982,4242.05127,3923.5896,4106.153809,4200.512695,4087.692139,4200.512695,3802.563965,3815.897461,4210.256348,4406.666504,4024.102539
3993.845947,4611.281738,3930.769043,4234.871582,3882.563965,4105.641113,4197.94873,4088.205078,4201.025391,3782.05127,3797.435791,4208.205078,4387.692383,4001.025635
4016.923096,4638.461426,3938.461426,4244.615234,3894.358887,4116.922852,4199.487305,4092.307617,4201.025391,3791.281982,3820,4207.179199,4411.794922,4023.076904
4003.076904,4628.717773,3937.94873,4243.589844,3906.153809,4115.897461,4201.025391,4092.820313,4201.025391,3767.179443,3830.256348,4209.743652,4408.205078,4034.871582
3968.717773,4580.512695,3935.897461,4231.794922,3877.94873,4109.743652,4199.487305,4092.820313,4201.025391,3767.179443,3804.615234,4211.281738,4376.410156,4009.230713
3971.281982,4564.615234,3941.53833,4230.769043,3864.102539,4116.922852,4198.974121,4094.358887,4201.025391,3806.666504,3790.769043,4209.743652,4378.974121,3989.230713
