 sampling:128, subject:ERIK                                                                            , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, chan:40, units:emotiv,,,,,,,,,
4117.94873,4136.922852,4195.384277,4198.461426,4174.871582,4192.820313,4197.436035,4198.974121,4183.07666,4189.230469,4188.717773,4072.820313,4173.333008,4192.820313
4118.974121,4129.743652,4201.025391,4198.974121,4174.871582,4194.358887,4195.897461,4200.512695,4178.974121,4210.769043,4189.743652,4073.845947,4172.307617,4195.384277
4110.256348,4143.07666,4198.461426,4197.94873,4167.179199,4194.358887,4192.820313,4195.897461,4184.102539,4209.743652,4190.769043,4073.845947,4178.461426,4196.922852
4100.512695,4148.205078,4195.384277,4200,4173.846191,4192.820313,4196.922852,4195.897461,4186.153809,4203.589844,4188.717773,4074.871582,4180,4195.897461
4114.358887,4152.307617,4191.281738,4196.922852,4170.256348,4188.717773,4197.94873,4197.94873,4187.179199,4183.589844,4187.692383,4074.358887,4177.436035,4194.871582
4125.12793,4142.563965,4197.94873,4197.436035,4152.820313,4194.871582,4196.410156,4196.410156,4181.538574,4154.871582,4189.743652,4073.333252,4176.410156,4196.410156
4120,4144.102539,4196.922852,4196.410156,4165.641113,4196.410156,4194.358887,4196.410156,4179.487305,4178.974121,4191.794922,4072.820313,4180.512695,4195.384277
4110.769043,4139.487305,4198.461426,4197.94873,4176.922852,4194.358887,4200,4198.461426,4182.563965,4205.12793,4189.743652,4075.384521,4180,4195.384277
4116.410156,4142.05127,4194.871582,4196.410156,4161.025391,4193.333008,4196.922852,4196.922852,4190.256348,4197.94873,4188.205078,4074.358887,4178.461426,4194.358887
4123.589844,4142.05127,4197.436035,4200.512695,4154.358887,4198.974121,4193.846191,4197.436035,4188.205078,4188.717773,4190.256348,4073.845947,4178.974121,4196.410156
4126.666504,4158.461426,4194.871582,4198.461426,4168.717773,4196.410156,4192.820313,4198.974121,4188.717773,4201.538574,4189.230469,4070.769043,4182.05127,4196.410156
4121.025391,4149.230469,4197.436035,4198.974121,4164.615234,4195.897461,4197.436035,4197.436035,4185.12793,4192.820313,4188.717773,4069.230713,4177.436035,4196.410156
4122.563965,4143.589844,4195.384277,4197.94873,4151.794922,4195.384277,4196.410156,4196.922852,4179.487305,4172.820313,4190.256348,4068.717773,4176.410156,4194.871582
4120,4146.666504,4200,4199.487305,4149.743652,4196.922852,4197.436035,4197.94873,4180.512695,4164.615234,4187.692383,4073.845947,4178.461426,4196.410156
4118.461426,4151.281738,4196.922852,4197.94873,4156.922852,4194.871582,4196.922852,4196.410156,4186.153809,4185.12793,4186.666504,4075.384521,4178.974121,4193.333008
4113.846191,4129.230469,4197.436035,4200.512695,4159.487305,4193.846191,4197.94873,4195.897461,4178.461426,4204.102539,4190.769043,4069.743408,4172.820313,4191.794922
4108.205078,4128.205078,4197.94873,4200.512695,4153.333008,4193.333008,4194.871582,4195.897461,4180,4195.384277,4189.743652,4066.666504,4174.358887,4194.358887
4109.230469,4140,4197.94873,4198.974121,4151.281738,4194.358887,4194.358887,4195.384277,4190.769043,4184.615234,4189.230469,4073.333252,4181.538574,4195.897461
4118.974121,4136.922852,4196.410156,4197.94873,4163.589844,4193.846191,4196.410156,4197.436035,4187.692383,4189.230469,4190.769043,4073.845947,4180.512695,4194.871582
4124.102539,4138.974121,4195.384277,4196.410156,4169.743652,4194.358887,4196.410156,4200.512695,4180.512695,4196.922852,4191.281738,4069.743408,4175.384277,4195.384277
4120.512695,4151.281738,4196.922852,4196.410156,4164.102539,4194.871582,4195.897461,4199.487305,4178.461426,4194.871582,4189.743652,4069.743408,4174.358887,4196.410156
4126.666504,4147.179199,4195.897461,4193.333008,4163.589844,4193.333008,4194.871582,4195.384277,4175.897461,4183.589844,4186.666504,4070.256348,4178.461426,4196.410156
4140,4126.666504,4198.461426,4195.384277,4161.538574,4194.871582,4199.487305,4196.410156,4177.436035,4170.769043,4184.615234,4070.256348,4175.897461,4197.94873
4146.666504,4137.436035,4192.307617,4198.461426,4159.487305,4194.871582,4198.974121,4199.487305,4182.563965,4174.358887,4188.717773,4071.281982,4171.281738,4196.922852
4140.512695,4142.563965,4194.358887,4200.512695,4162.563965,4197.94873,4198.461426,4200,4174.358887,4171.281738,4191.794922,4071.794678,4171.794922,4194.871582
4142.05127,4151.794922,4195.384277,4195.384277,4168.205078,4194.358887,4195.384277,4195.897461,4177.436035,4182.05127,4189.743652,4067.179443,4182.563965,4194.358887
4146.153809,4157.436035,4201.538574,4200.512695,4166.153809,4193.846191,4198.974121,4195.897461,4187.692383,4198.974121,4190.769043,4070.256348,4184.615234,4196.410156
4152.307617,4169.743652,4195.384277,4201.025391,4171.281738,4193.846191,4196.922852,4198.461426,4189.743652,4211.794922,4192.307617,4071.794678,4181.025391,4195.384277
4158.461426,4156.410156,4194.358887,4198.974121,4174.358887,4195.897461,4197.436035,4197.94873,4184.102539,4207.179199,4191.281738,4067.692139,4178.974121,4194.871582
4163.589844,4147.179199,4192.307617,4196.922852,4170.769043,4191.281738,4195.897461,4194.358887,4183.589844,4183.589844,4187.692383,4064.615234,4178.974121,4194.871582
4153.333008,4136.410156,4197.436035,4198.974121,4164.102539,4192.307617,4199.487305,4194.358887,4177.436035,4163.07666,4188.205078,4068.717773,4174.871582,4195.897461
4153.846191,4144.615234,4194.871582,4194.871582,4165.641113,4195.897461,4198.461426,4197.94873,4183.589844,4193.333008,4191.281738,4069.743408,4177.436035,4195.384277
4158.461426,4148.717773,4197.94873,4198.974121,4171.281738,4197.94873,4196.922852,4200.512695,4187.692383,4211.794922,4188.205078,4069.230713,4180,4196.410156
4162.563965,4153.333008,4197.436035,4200,4172.820313,4196.410156,4194.358887,4200.512695,4181.025391,4192.307617,4185.12793,4066.666504,4178.974121,4194.871582
4168.717773,4144.102539,4196.922852,4196.922852,4165.641113,4196.922852,4197.436035,4198.974121,4180,4183.589844,4188.717773,4065.640869,4176.410156,4194.358887
4176.922852,4145.641113,4195.897461,4195.897461,4166.153809,4195.897461,4200.512695,4195.897461,4190.256348,4186.666504,4190.256348,4067.692139,4178.974121,4197.436035
4165.641113,4151.794922,4196.410156,4195.384277,4174.871582,4195.384277,4199.487305,4195.897461,4191.281738,4186.153809,4190.769043,4070.769043,4182.05127,4198.974121
4156.922852,4152.307617,4195.897461,4192.307617,4172.307617,4196.922852,4195.897461,4200,4186.153809,4200,4192.820313,4070.769043,4182.563965,4196.410156
4170.256348,4150.256348,4192.820313,4193.846191,4164.615234,4196.410156,4195.384277,4200.512695,4187.692383,4209.743652,4191.281738,4070.769043,4182.563965,4194.871582
4171.281738,4143.589844,4194.871582,4201.025391,4173.333008,4195.384277,4198.974121,4194.358887,4184.102539,4202.05127,4187.179199,4069.743408,4180,4196.410156
4161.025391,4148.205078,4193.846191,4198.974121,4177.94873,4192.820313,4196.922852,4191.281738,4183.589844,4199.487305,4188.717773,4066.666504,4181.025391,4195.897461
4164.615234,4149.743652,4195.897461,4198.974121,4163.589844,4193.333008,4196.410156,4194.358887,4186.666504,4184.102539,4191.281738,4068.205078,4182.563965,4194.358887
4172.820313,4154.358887,4194.358887,4196.922852,4167.692383,4194.871582,4195.384277,4195.384277,4186.153809,4171.794922,4189.743652,4068.717773,4184.102539,4194.358887
4162.563965,4138.974121,4198.461426,4197.436035,4177.436035,4196.922852,4197.436035,4195.384277,4177.436035,4175.384277,4188.717773,4067.179443,4181.025391,4195.384277
4159.487305,4138.461426,4193.846191,4196.410156,4163.589844,4191.281738,4195.897461,4197.436035,4183.07666,4205.12793,4188.717773,4067.179443,4181.025391,4194.358887
4165.12793,4140,4197.94873,4199.487305,4156.922852,4193.333008,4197.94873,4200,4188.717773,4205.641113,4189.230469,4068.717773,4178.461426,4196.922852
4176.410156,4157.94873,4195.897461,4195.897461,4173.333008,4195.384277,4193.333008,4197.94873,4186.666504,4191.794922,4189.230469,4064.615234,4180,4197.436035
4187.179199,4158.461426,4197.94873,4197.436035,4169.743652,4194.358887,4196.410156,4199.487305,4183.07666,4193.333008,4189.230469,4068.205078,4183.07666,4195.897461
4196.410156,4152.820313,4195.384277,4200,4162.05127,4192.820313,4198.461426,4200,4191.794922,4201.538574,4189.743652,4072.820313,4187.179199,4194.871582
4191.281738,4140.512695,4196.922852,4202.05127,4169.230469,4196.410156,4197.436035,4197.436035,4190.769043,4191.794922,4190.256348,4068.205078,4185.641113,4199.487305
4186.666504,4152.307617,4192.820313,4198.974121,4171.794922,4192.307617,4193.846191,4194.871582,4188.205078,4204.615234,4190.256348,4063.076904,4184.102539,4200
4181.538574,4156.922852,4196.410156,4198.974121,4163.589844,4193.333008,4198.461426,4194.871582,4188.717773,4211.794922,4189.743652,4067.692139,4182.05127,4199.487305
4181.538574,4150.256348,4197.436035,4197.436035,4166.153809,4196.922852,4198.461426,4193.846191,4187.692383,4179.487305,4187.692383,4067.692139,4182.05127,4196.922852
4178.461426,4137.94873,4195.384277,4197.94873,4170.769043,4193.846191,4195.384277,4195.384277,4182.563965,4169.230469,4187.179199,4066.666504,4178.974121,4194.358887
4183.589844,4147.179199,4192.820313,4200,4162.563965,4191.794922,4195.384277,4198.461426,4185.641113,4196.410156,4187.692383,4068.717773,4177.436035,4193.846191
4191.794922,4157.436035,4193.846191,4197.436035,4158.974121,4198.461426,4196.922852,4196.410156,4189.743652,4196.922852,4188.717773,4065.640869,4182.563965,4195.897461
4189.230469,4159.487305,4197.436035,4194.358887,4164.615234,4200.512695,4197.94873,4196.410156,4190.256348,4188.205078,4188.717773,4063.5896,4183.589844,4196.410156
4186.666504,4173.846191,4194.871582,4197.436035,4168.205078,4194.358887,4196.922852,4200,4195.384277,4203.07666,4189.743652,4066.153809,4182.05127,4196.410156
4189.230469,4171.794922,4195.897461,4203.07666,4169.230469,4194.871582,4195.384277,4196.922852,4194.871582,4210.256348,4190.256348,4066.153809,4181.025391,4196.922852
4189.743652,4162.05127,4196.922852,4197.94873,4172.307617,4193.333008,4193.846191,4190.769043,4191.281738,4201.538574,4188.205078,4064.615234,4185.12793,4195.384277
4187.179199,4162.563965,4201.025391,4196.922852,4166.666504,4191.794922,4197.436035,4194.358887,4185.12793,4192.820313,4187.179199,4066.666504,4185.641113,4193.846191
4191.794922,4172.307617,4195.897461,4198.974121,4163.589844,4192.307617,4195.897461,4198.974121,4187.179199,4200,4186.666504,4065.640869,4184.102539,4192.820313
4191.794922,4156.922852,4197.94873,4201.025391,4169.230469,4194.358887,4196.922852,4197.94873,4190.256348,4201.538574,4186.153809,4065.128174,4180.512695,4193.846191
4199.487305,4165.641113,4193.333008,4196.410156,4174.358887,4190.256348,4194.871582,4197.436035,4193.333008,4201.025391,4187.179199,4065.640869,4184.102539,4193.846191
4204.615234,4182.05127,4195.897461,4197.436035,4168.717773,4193.846191,4197.94873,4199.487305,4189.230469,4198.461426,4191.281738,4067.179443,4187.692383,4195.384277
4204.102539,4196.410156,4193.333008,4195.897461,4168.205078,4194.871582,4196.922852,4201.025391,4193.333008,4210.256348,4192.307617,4067.179443,4187.692383,4195.384277
4197.436035,4184.102539,4195.384277,4197.94873,4169.743652,4193.846191,4197.436035,4199.487305,4196.922852,4209.743652,4188.717773,4067.692139,4185.12793,4196.922852
4197.436035,4186.153809,4192.820313,4197.94873,4165.12793,4193.846191,4193.333008,4195.897461,4198.974121,4205.12793,4187.692383,4064.615234,4188.717773,4195.384277
4186.666504,4178.461426,4196.922852,4201.538574,4162.05127,4197.94873,4195.384277,4196.922852,4192.307617,4193.846191,4188.205078,4064.102539,4187.179199,4196.410156
4174.871582,4166.666504,4196.922852,4198.974121,4170.769043,4195.897461,4195.897461,4195.384277,4187.692383,4188.717773,4188.717773,4065.128174,4184.102539,4198.461426
4175.384277,4165.12793,4195.897461,4198.974121,4171.794922,4194.358887,4195.897461,4194.358887,4191.794922,4196.922852,4191.281738,4066.666504,4183.589844,4197.94873
4186.666504,4183.589844,4191.794922,4198.974121,4166.666504,4194.871582,4194.871582,4195.897461,4202.563965,4214.871582,4188.717773,4065.128174,4187.179199,4193.846191
4187.692383,4180,4193.846191,4197.94873,4168.717773,4196.922852,4197.94873,4198.461426,4197.94873,4210.769043,4186.153809,4064.615234,4186.153809,4193.846191
4184.102539,4171.281738,4196.410156,4198.461426,4168.717773,4195.384277,4197.94873,4198.461426,4187.692383,4194.358887,4188.717773,4065.640869,4185.12793,4197.94873
4182.05127,4175.897461,4194.871582,4200.512695,4167.179199,4192.820313,4194.871582,4199.487305,4193.846191,4205.12793,4188.717773,4067.179443,4188.205078,4199.487305
4182.05127,4174.871582,4196.410156,4200,4172.307617,4195.384277,4194.871582,4198.974121,4203.07666,4218.461426,4185.641113,4066.666504,4186.666504,4197.94873
4187.179199,4178.974121,4197.436035,4195.384277,4178.974121,4195.897461,4194.358887,4193.846191,4201.538574,4206.666504,4186.666504,4066.153809,4181.538574,4197.436035
4188.717773,4183.589844,4198.974121,4197.436035,4177.94873,4194.871582,4196.922852,4194.871582,4194.358887,4188.717773,4187.179199,4066.153809,4178.974121,4197.436035
4185.641113,4185.641113,4196.410156,4197.436035,4173.333008,4193.846191,4196.410156,4198.974121,4196.410156,4200.512695,4187.692383,4064.615234,4185.12793,4194.871582
4187.692383,4170.769043,4201.538574,4198.461426,4166.153809,4195.384277,4197.436035,4199.487305,4196.922852,4211.281738,4191.794922,4066.153809,4186.153809,4196.922852
4197.94873,4171.794922,4197.94873,4196.922852,4168.717773,4192.820313,4194.871582,4196.410156,4199.487305,4221.538574,4190.769043,4064.615234,4183.07666,4199.487305
4189.230469,4170.256348,4197.94873,4202.05127,4175.384277,4195.384277,4197.94873,4197.94873,4196.922852,4215.384277,4186.153809,4063.076904,4181.538574,4197.94873
4184.615234,4185.12793,4194.358887,4200.512695,4170.769043,4194.358887,4196.410156,4199.487305,4197.94873,4200.512695,4187.692383,4064.102539,4186.153809,4196.410156
4187.179199,4187.179199,4197.94873,4198.974121,4166.153809,4193.846191,4195.384277,4197.436035,4199.487305,4195.897461,4189.743652,4068.717773,4181.538574,4198.974121
4184.615234,4186.153809,4196.410156,4197.436035,4177.436035,4193.333008,4193.846191,4195.384277,4202.563965,4216.922852,4188.205078,4065.128174,4181.025391,4196.922852
4174.871582,4173.846191,4200.512695,4200.512695,4184.615234,4197.436035,4198.461426,4197.436035,4197.436035,4217.436035,4189.743652,4063.5896,4185.641113,4196.922852
4180.512695,4181.538574,4197.436035,4197.436035,4177.436035,4195.897461,4198.461426,4195.384277,4196.922852,4208.717773,4188.717773,4066.153809,4189.230469,4200.512695
4183.07666,4181.538574,4198.461426,4197.94873,4169.230469,4195.384277,4197.436035,4194.871582,4197.94873,4203.589844,4186.666504,4068.205078,4185.12793,4200.512695
4183.589844,4174.358887,4197.94873,4199.487305,4176.410156,4193.846191,4195.384277,4200,4197.94873,4205.641113,4187.179199,4066.153809,4183.589844,4194.358887
4184.615234,4164.102539,4197.94873,4201.538574,4178.461426,4194.358887,4197.94873,4201.538574,4197.436035,4203.07666,4186.153809,4065.640869,4184.615234,4193.333008
4188.717773,4178.974121,4196.410156,4197.94873,4168.717773,4194.358887,4196.410156,4196.922852,4201.538574,4197.94873,4185.12793,4064.102539,4184.615234,4194.871582
4191.281738,4193.333008,4198.461426,4196.410156,4169.743652,4195.384277,4194.358887,4197.94873,4203.07666,4208.205078,4190.769043,4065.640869,4184.102539,4196.922852
4190.256348,4191.281738,4198.974121,4199.487305,4181.025391,4194.358887,4195.897461,4198.974121,4203.589844,4220.512695,4194.358887,4065.128174,4185.641113,4196.410156
4186.666504,4186.153809,4195.897461,4197.94873,4179.487305,4191.794922,4197.436035,4195.384277,4206.153809,4218.974121,4188.205078,4063.5896,4188.205078,4195.384277
4186.666504,4182.05127,4198.974121,4194.358887,4169.743652,4194.358887,4197.94873,4196.922852,4205.12793,4215.897461,4185.12793,4063.5896,4187.179199,4195.384277
4195.384277,4185.12793,4199.487305,4195.384277,4172.307617,4195.897461,4195.897461,4199.487305,4203.589844,4212.820313,4188.205078,4066.153809,4187.179199,4196.410156
4199.487305,4183.07666,4200.512695,4202.05127,4177.94873,4196.410156,4197.436035,4199.487305,4201.538574,4206.153809,4189.230469,4066.666504,4186.666504,4195.897461
4195.897461,4186.153809,4195.897461,4198.461426,4178.461426,4191.794922,4196.922852,4198.974121,4203.07666,4216.410156,4187.179199,4064.102539,4185.12793,4194.871582
4186.666504,4181.538574,4200.512695,4198.974121,4172.820313,4192.307617,4201.025391,4199.487305,4199.487305,4220.512695,4186.153809,4066.153809,4183.589844,4197.94873
4190.256348,4192.820313,4198.974121,4198.461426,4173.333008,4194.871582,4197.94873,4199.487305,4200.512695,4214.871582,4187.692383,4066.153809,4190.256348,4197.94873
4193.333008,4189.743652,4201.025391,4200,4180,4198.461426,4196.410156,4197.94873,4200.512695,4204.102539,4188.205078,4061.53833,4191.281738,4196.410156
4189.743652,4192.307617,4195.384277,4198.974121,4182.563965,4193.333008,4195.384277,4196.410156,4205.12793,4208.205078,4187.692383,4060,4187.692383,4196.410156
4182.05127,4186.666504,4195.897461,4201.538574,4177.94873,4192.820313,4199.487305,4198.974121,4203.07666,4214.358887,4187.692383,4067.179443,4182.05127,4197.94873
4187.692383,4194.358887,4195.897461,4198.461426,4179.487305,4196.410156,4197.94873,4198.461426,4202.563965,4226.153809,4187.692383,4066.666504,4184.102539,4194.358887
4188.717773,4187.692383,4200.512695,4201.025391,4181.025391,4197.94873,4199.487305,4196.410156,4199.487305,4216.410156,4188.205078,4065.640869,4185.641113,4194.358887
4188.717773,4190.769043,4194.358887,4200.512695,4182.05127,4193.333008,4197.436035,4197.436035,4198.974121,4214.871582,4188.205078,4069.230713,4188.205078,4195.384277
4196.410156,4194.871582,4194.871582,4200.512695,4181.025391,4196.410156,4197.94873,4201.025391,4200,4227.179199,4190.769043,4068.717773,4190.769043,4195.897461
4213.846191,4201.538574,4196.922852,4199.487305,4181.025391,4195.897461,4196.410156,4199.487305,4202.563965,4212.820313,4188.205078,4062.05127,4192.307617,4195.897461
4218.461426,4193.333008,4197.94873,4197.436035,4175.897461,4192.307617,4194.871582,4197.94873,4199.487305,4190.256348,4185.12793,4063.5896,4190.769043,4196.922852
4218.461426,4192.820313,4196.922852,4196.410156,4170.256348,4193.846191,4195.384277,4196.922852,4197.94873,4213.333008,4187.692383,4067.692139,4191.281738,4195.897461
4216.922852,4195.384277,4197.436035,4198.461426,4179.487305,4196.410156,4197.94873,4197.436035,4200,4237.94873,4189.743652,4065.128174,4189.230469,4195.384277
4210.769043,4182.05127,4196.922852,4199.487305,4192.307617,4195.384277,4198.461426,4197.94873,4200,4226.153809,4186.666504,4061.025635,4185.641113,4195.897461
4207.692383,4178.974121,4194.358887,4198.974121,4188.717773,4194.358887,4196.410156,4197.436035,4200.512695,4215.384277,4188.717773,4064.102539,4189.230469,4194.871582
4213.846191,4192.307617,4197.94873,4202.05127,4179.487305,4196.922852,4198.974121,4196.410156,4198.461426,4196.922852,4190.769043,4066.153809,4192.307617,4194.871582
4216.922852,4199.487305,4194.358887,4200,4183.589844,4195.897461,4196.922852,4196.410156,4198.461426,4188.717773,4189.743652,4065.128174,4190.256348,4196.410156
4220,4191.794922,4195.897461,4199.487305,4183.589844,4196.410156,4195.897461,4199.487305,4203.589844,4221.538574,4191.794922,4069.230713,4189.230469,4198.974121
4236.410156,4209.743652,4195.384277,4197.94873,4176.410156,4195.384277,4194.358887,4201.538574,4212.820313,4251.794922,4192.820313,4069.743408,4193.333008,4196.410156
4231.794922,4197.94873,4198.461426,4198.974121,4177.436035,4196.922852,4196.922852,4200,4204.615234,4225.12793,4188.717773,4064.102539,4185.641113,4194.871582
4218.974121,4184.615234,4192.820313,4197.436035,4188.205078,4194.358887,4195.384277,4195.384277,4196.410156,4203.07666,4189.230469,4061.025635,4183.07666,4193.333008
4228.205078,4193.333008,4195.897461,4199.487305,4189.743652,4196.410156,4198.461426,4195.897461,4196.922852,4193.333008,4191.794922,4066.153809,4190.256348,4194.358887
4241.538574,4216.410156,4193.846191,4197.436035,4184.615234,4193.846191,4197.436035,4199.487305,4201.025391,4196.922852,4191.794922,4065.128174,4195.384277,4194.358887
4224.102539,4198.974121,4196.410156,4199.487305,4183.589844,4193.846191,4198.461426,4200.512695,4194.871582,4210.256348,4189.230469,4063.5896,4188.205078,4195.384277
4220,4192.820313,4195.384277,4198.461426,4187.179199,4193.846191,4196.410156,4198.461426,4194.871582,4219.487305,4187.692383,4062.05127,4187.692383,4194.358887
4234.871582,4200,4198.974121,4197.436035,4183.07666,4198.461426,4197.94873,4201.025391,4196.410156,4209.230469,4190.256348,4064.102539,4191.794922,4195.384277
4234.871582,4208.717773,4195.384277,4194.358887,4183.589844,4195.897461,4195.384277,4201.538574,4198.461426,4213.846191,4189.743652,4064.615234,4192.307617,4197.436035
4217.436035,4194.358887,4197.436035,4197.94873,4187.179199,4192.307617,4195.384277,4199.487305,4197.94873,4225.12793,4188.205078,4066.153809,4187.692383,4199.487305
4210.769043,4190.256348,4199.487305,4201.538574,4189.743652,4192.307617,4194.871582,4197.94873,4195.897461,4211.794922,4186.666504,4063.076904,4185.641113,4197.94873
4212.307617,4196.410156,4201.025391,4200,4182.05127,4195.897461,4194.871582,4198.461426,4193.333008,4184.102539,4187.179199,4061.025635,4186.153809,4195.897461
4221.025391,4208.205078,4198.974121,4198.461426,4177.94873,4194.871582,4195.897461,4199.487305,4197.94873,4195.384277,4188.717773,4066.153809,4189.230469,4194.871582
4225.641113,4210.256348,4197.436035,4200,4187.692383,4192.820313,4197.94873,4201.025391,4203.07666,4229.230469,4188.717773,4070.256348,4192.307617,4196.410156
4221.538574,4211.794922,4197.436035,4199.487305,4193.333008,4196.410156,4197.436035,4200,4197.94873,4228.205078,4185.641113,4064.615234,4189.743652,4197.94873
4218.974121,4210.256348,4195.384277,4195.897461,4191.794922,4195.897461,4194.358887,4197.94873,4198.461426,4207.179199,4186.153809,4057.94873,4187.692383,4196.410156
4221.538574,4191.281738,4197.436035,4201.025391,4188.205078,4195.384277,4196.410156,4198.461426,4203.07666,4203.07666,4190.256348,4064.102539,4189.743652,4195.897461
4222.05127,4198.974121,4196.410156,4201.025391,4183.589844,4196.410156,4195.897461,4197.436035,4201.025391,4224.102539,4191.281738,4070.769043,4194.871582,4196.922852
4214.358887,4209.743652,4198.461426,4197.436035,4180.512695,4198.461426,4197.436035,4197.436035,4194.871582,4229.743652,4189.743652,4068.205078,4192.307617,4198.461426
4203.07666,4198.974121,4191.794922,4195.384277,4190.769043,4195.384277,4195.897461,4198.974121,4200.512695,4215.897461,4187.179199,4062.05127,4190.256348,4196.922852
4187.692383,4167.692383,4194.871582,4201.538574,4190.769043,4196.410156,4198.461426,4198.461426,4197.94873,4197.94873,4187.179199,4064.615234,4186.153809,4196.922852
4184.615234,4176.922852,4195.897461,4199.487305,4180,4196.922852,4194.358887,4194.871582,4194.358887,4207.179199,4188.717773,4066.666504,4184.615234,4194.358887
4184.102539,4183.07666,4200.512695,4200.512695,4177.436035,4198.461426,4194.871582,4195.384277,4191.281738,4212.307617,4186.666504,4066.153809,4184.102539,4194.358887
4194.871582,4195.897461,4194.871582,4200,4186.153809,4194.871582,4195.897461,4196.922852,4195.384277,4210.256348,4184.615234,4064.615234,4191.794922,4195.897461
4207.692383,4200,4194.871582,4201.025391,4184.102539,4195.897461,4197.436035,4198.461426,4195.897461,4194.358887,4186.666504,4066.153809,4192.307617,4198.974121
4207.179199,4186.666504,4195.384277,4196.922852,4175.384277,4195.384277,4193.846191,4197.94873,4193.846191,4192.307617,4187.692383,4063.5896,4183.589844,4198.461426
4186.666504,4153.333008,4201.025391,4197.94873,4178.461426,4195.897461,4197.436035,4194.871582,4183.07666,4199.487305,4188.717773,4063.5896,4177.436035,4197.436035
4175.384277,4152.820313,4196.922852,4197.94873,4189.230469,4194.871582,4198.461426,4194.358887,4180.512695,4196.922852,4187.692383,4063.076904,4181.538574,4194.871582
4178.461426,4164.102539,4193.846191,4200,4185.641113,4196.410156,4196.410156,4197.94873,4186.666504,4188.205078,4187.692383,4064.102539,4181.538574,4193.846191
4189.230469,4173.333008,4195.897461,4200,4180.512695,4194.871582,4195.897461,4197.94873,4189.230469,4198.974121,4189.230469,4065.640869,4177.436035,4195.897461
4190.256348,4170.769043,4198.974121,4201.025391,4179.487305,4193.846191,4197.436035,4196.922852,4186.666504,4200,4189.230469,4064.615234,4178.974121,4197.436035
4186.666504,4171.794922,4195.897461,4201.538574,4166.666504,4196.922852,4194.871582,4198.974121,4188.717773,4178.974121,4187.179199,4062.563965,4183.07666,4195.384277
4188.205078,4180.512695,4193.333008,4200.512695,4164.615234,4195.897461,4193.333008,4197.94873,4192.307617,4182.05127,4189.230469,4064.102539,4184.615234,4196.410156
4187.692383,4171.794922,4196.410156,4199.487305,4188.205078,4192.820313,4196.410156,4195.897461,4188.717773,4202.563965,4190.256348,4064.102539,4181.538574,4196.922852
4178.974121,4161.025391,4196.410156,4198.461426,4199.487305,4192.820313,4193.846191,4198.461426,4190.256348,4207.692383,4185.12793,4060.512695,4181.538574,4194.358887
4171.281738,4170.256348,4198.974121,4201.025391,4184.102539,4198.461426,4194.358887,4200,4194.871582,4200.512695,4185.641113,4062.05127,4185.641113,4195.384277
4170.256348,4187.179199,4194.358887,4198.461426,4175.384277,4194.871582,4194.358887,4198.461426,4197.94873,4200.512695,4187.179199,4063.076904,4189.230469,4196.410156
4165.12793,4173.333008,4197.436035,4198.974121,4181.025391,4191.794922,4196.410156,4198.974121,4192.307617,4188.205078,4185.12793,4061.53833,4186.153809,4194.871582
4168.717773,4177.436035,4195.897461,4198.974121,4192.820313,4194.871582,4193.333008,4199.487305,4191.281738,4183.589844,4185.641113,4061.53833,4185.641113,4193.846191
4172.820313,4182.563965,4196.922852,4202.05127,4188.717773,4199.487305,4196.410156,4199.487305,4189.743652,4195.897461,4189.743652,4064.615234,4186.666504,4195.897461
4174.358887,4185.641113,4194.358887,4198.974121,4175.897461,4194.871582,4194.871582,4197.436035,4193.333008,4206.153809,4190.256348,4063.076904,4190.769043,4195.897461
4168.205078,4177.94873,4198.461426,4201.025391,4175.897461,4195.897461,4195.897461,4197.436035,4192.820313,4190.769043,4190.769043,4063.5896,4189.230469,4197.436035
4166.666504,4180.512695,4195.384277,4198.974121,4189.743652,4197.436035,4194.871582,4197.94873,4193.846191,4200.512695,4186.666504,4064.102539,4186.153809,4197.436035
4156.922852,4160,4198.461426,4199.487305,4192.307617,4196.410156,4196.410156,4195.897461,4187.692383,4205.12793,4182.05127,4064.102539,4182.05127,4198.461426
4154.358887,4160,4196.410156,4196.922852,4186.153809,4193.846191,4193.846191,4193.846191,4185.641113,4177.94873,4182.05127,4062.05127,4183.589844,4196.922852
4155.384277,4166.153809,4195.897461,4195.897461,4177.436035,4197.436035,4195.384277,4198.461426,4188.717773,4172.307617,4185.12793,4064.615234,4182.05127,4194.871582
4155.897461,4167.692383,4194.871582,4196.922852,4180,4196.410156,4194.358887,4201.538574,4194.358887,4205.12793,4184.102539,4065.128174,4181.025391,4196.922852
4153.846191,4163.07666,4199.487305,4200.512695,4184.102539,4194.871582,4193.333008,4200.512695,4190.256348,4203.589844,4185.12793,4064.102539,4183.589844,4201.538574
4158.974121,4169.230469,4197.436035,4197.94873,4176.922852,4194.871582,4194.358887,4196.922852,4186.153809,4185.12793,4187.692383,4061.025635,4186.153809,4197.436035
