861.5523,808.9384,804.0059,850.043
877.9941,808.9384,799.0733,874.7058
861.5523,805.65,800.7175,882.9268
830.3128,807.2942,799.0733,828.6687
827.0244,802.3616,799.0733,845.1105
856.6198,802.3616,800.7175,831.9571
881.2825,804.0058,804.0059,886.2151
879.6384,804.0058,802.3617,940.4732
856.6198,800.7174,802.3617,902.657
845.1105,805.65,800.7175,863.1966
848.3989,804.0058,800.7175,854.9756
858.264,805.65,800.7175,861.5524
874.7059,808.9384,799.0734,843.4664
868.1292,802.3616,799.0734,896.0803
873.0617,805.65,800.7175,901.0128
879.6384,807.2942,800.7175,914.1663
871.4175,813.8709,802.3617,873.0616
874.7059,808.9384,805.6501,866.4849
868.1292,807.2942,804.0059,876.35
866.485,808.9384,805.6501,858.264
869.7734,802.3616,807.2943,889.5035
869.7734,807.2942,807.2943,897.7245
864.8408,808.9384,810.5826,897.7245
863.1967,812.2267,805.6501,892.7919
889.5036,810.5826,805.6501,887.8594
901.0129,810.5826,804.0059,868.1292
877.9943,802.3616,805.6501,853.3315
853.3315,807.2942,805.6501,879.6384
845.1106,812.2267,805.6501,912.5221
871.4175,810.5826,808.9385,930.6081
863.1966,807.2942,807.2943,896.0802
830.3129,799.0732,807.2943,846.7547
843.4664,810.5825,802.3618,833.6013
877.9943,808.9384,805.6501,877.9942
897.7245,808.9384,804.006,922.3871
868.1292,808.9384,805.6501,907.5895
825.3804,812.2267,800.7176,831.957
828.6688,810.5826,797.4292,861.5524
851.6873,810.5826,800.7176,881.2826
879.6384,807.2942,799.0734,886.2151
894.4361,807.2942,799.0734,861.5524
859.9082,812.2267,799.0734,863.1965
858.264,817.1593,794.1409,866.4849
882.9268,812.2267,795.785,876.35
884.571,812.2267,797.4292,871.4175
876.35,807.2942,800.7176,863.1965
846.7547,813.8709,797.4292,884.5709
836.8896,812.2267,797.4292,902.6569
830.3129,810.5826,797.4292,874.7058
859.9082,807.2942,800.7176,869.7733
866.4849,808.9384,805.6501,874.7058
850.0431,812.2267,804.006,889.5035
869.7733,815.5151,802.3618,917.4546
892.7919,817.1593,799.0734,841.8221
882.9268,812.2267,800.7176,874.7058
827.0245,815.5151,799.0734,887.8593
828.6687,818.8035,800.7176,868.129
851.6873,817.1594,805.6501,907.5894
871.4175,813.871,804.006,896.0801
889.5035,813.871,805.6501,876.3499
851.6873,810.5826,804.006,856.6197
846.7547,820.4477,800.7176,853.3313
858.264,813.871,802.3618,902.6568
882.9268,813.871,805.6501,881.2824
882.9268,817.1594,805.6501,854.9755
864.8408,820.4478,804.006,891.1475
853.3315,817.1594,805.6501,864.8406
840.178,815.5152,804.006,886.215
848.399,807.2943,808.9385,917.4545
851.6874,807.2943,807.2944,864.8406
869.7734,810.5826,802.3618,881.2824
866.485,813.871,797.4293,891.1475
845.1106,807.2943,799.0734,851.6871
835.2455,807.2943,800.7176,884.5708
835.2455,820.4478,797.4292,899.3685
851.6873,815.5152,799.0734,868.129
886.2152,817.1594,797.4292,851.6871
897.7245,815.5152,795.785,858.2639
876.3501,807.2943,802.3618,897.7242
863.1967,810.5826,797.4292,920.7428
848.399,815.5152,792.4966,864.8406
833.6013,808.9385,795.785,856.6196
856.6199,810.5826,795.785,863.1964
877.9943,807.2943,799.0734,922.387
851.6873,812.2268,799.0734,940.473
846.7548,815.5152,797.4293,871.4172
848.3989,808.9385,799.0734,869.7731
850.0431,812.2269,800.7176,907.5893
884.5709,813.871,799.0734,891.1475
892.7919,818.8036,795.785,902.6567
871.4175,813.871,794.1409,854.9754
841.8221,813.871,792.4967,836.8894
850.0431,807.2943,797.4293,881.2823
859.9082,808.9385,797.4293,899.3683
850.0431,813.871,797.4293,876.3498
869.7733,807.2943,800.7177,882.9265
869.7733,807.2943,800.7177,891.1475
856.6199,805.6501,802.3618,877.994
881.2827,813.8711,804.006,897.7242
917.4547,808.9385,802.3618,884.5708
905.9454,807.2944,804.006,863.1964
868.1292,807.2944,800.7176,851.6871
845.1107,807.2944,802.3618,871.4174
843.4665,812.2269,804.0059,877.9941
856.6199,815.5153,800.7175,876.3499
854.9758,817.1595,799.0734,879.6383
840.1781,817.1595,800.7175,884.5709
835.2455,812.2269,800.7175,894.436
853.3315,810.5828,802.3617,869.7732
877.9943,812.2269,802.3617,876.3499
899.3687,810.5828,802.3617,863.1965
879.6385,807.2944,804.0059,850.043
854.9757,802.3618,802.3617,848.3989
856.6199,808.9385,802.3617,835.2454
869.7733,805.6501,802.3617,840.178
894.4361,804.006,804.0059,845.1105
882.9268,799.0734,808.9384,846.7547
843.4664,807.2944,808.9384,836.8896
841.8223,812.2269,805.65,843.4663
853.3315,812.2269,807.2942,848.3989
877.9943,808.9385,808.9384,836.8896
850.0432,807.2944,810.5825,818.8036
840.1781,808.9385,812.2267,825.3803
851.6874,813.8711,808.9383,822.0919
858.2641,808.9385,808.9383,820.4478
866.485,808.9385,807.2941,822.0919
856.6199,807.2944,805.65,831.957
854.9758,807.2944,804.0058,825.3803
863.1967,812.2269,804.0058,815.5152
874.7057,812.2267,804.0059,863.1965
877.9941,813.8709,804.0059,812.2267
