10,29,21,31,16.165,144.73,2338.3,0,0,0
10,29,21,31,8.6627,341.34,8535.7,0,0,0
10,29,21,31,6.3332,115.11,674.82,0,0,0
10,29,21,31,8.5964,150.74,1155.5,0,0,0
10,29,21,31,8.2443,221.6,3082.4,0,0,0
10,29,21,31,10.841,221.62,6485.4,0,0,0
10,29,21,31,8.7784,201.36,7185.4,0,0,0
10,29,21,31,8.2448,170.15,2527.5,0,0,0
10,29,21,31,7.8621,114.92,875.28,0,0,0
10,29,21,31,9.8567,224.96,3391.9,0,0,0
10,29,21,31,8.8182,253.2,3400.8,0,0,0
10,29,21,31,9.0516,191.09,3836.6,0,0,0
10,29,21,31,10.312,268.36,4343.5,0,0,0
10,29,21,31,8.0693,166.07,2099.3,0,0,0
10,29,21,31,8.5194,211.89,2271.4,0,0,0
10,29,21,31,8.3106,175.45,1637.8,0,0,0
10,29,21,31,9.1354,193.11,1673.7,0,0,0
10,29,21,31,10.519,293.8,4796.1,0,0,0
10,29,21,31,9.1373,236.04,4508.4,0,0,0
10,29,21,31,9.2103,280.48,4506.6,0,0,0
10,29,21,31,10.547,280.3,4074.7,0,0,0
10,29,21,31,8.406,231.83,3490.1,0,0,0
10,29,21,31,13.368,311.67,4778.6,0,0,0
10,29,21,31,17.112,126.14,1978.7,0,0,0
10,29,21,31,10.394,319.29,5132.1,0,0,0
10,29,21,31,10.307,269.85,4717,0,0,0
10,29,21,31,11.514,362.65,4544.6,0,0,0
10,29,21,31,12.694,225.63,2593.8,0,0,0
10,29,21,31,11.029,291.91,2892.2,0,0,0
10,29,21,31,10.862,240.9,2675.8,0,0,0
10,29,21,31,13.341,284.11,3281.7,0,0,0
10,29,21,31,8.3877,203.25,2747.9,0,0,0
10,29,21,31,0,0,2460.9,0,0,0
10,29,21,31,7.7426,184.65,2810.8,0,0,0
10,29,21,31,8.7023,182.21,2211.3,0,0,0
10,29,21,31,17.732,115.19,2134,0,0,0
10,29,21,31,0,0,4592.3,0,0,0
10,29,21,31,8.9745,258.72,5471.2,0,0,0
10,29,21,31,0,0,9308.1,0,0,0
10,29,21,31,7.7245,173.75,4115.7,0,0,0
10,29,21,31,31.955,128.35,3210.8,0,0,0
10,29,21,31,7.7499,177.07,4363.7,0,0,0
10,29,21,31,21.489,137.43,3142.6,0,0,0
10,29,21,31,17.318,255.75,4625.5,0,0,0
10,29,21,31,11.285,386.75,6070.4,0,0,0
