# H:M:S.f Gyro(x) Gyro(y) F3 FC5 AF3 F7 T7 P7 O1 O2 P8 T8 F8 AF4 FC6 F4
14:31:48.421915 2044 2039 2130.9993 2133.3402 2131.2594 2132.2998 2128.9185 2129.6988 2125.2771 2129.9589 2132.82 2135.6811 2130.219 2132.2998 2158.3098 2516.2074 
14:31:48.429996 2045 2038 2130.7392 2132.2998 2132.0397 2133.0801 2127.618 2130.219 2127.0978 2130.4791 2134.1205 2133.6003 2131.5195 2134.3806 2158.3098 2513.8665 
14:31:48.436918 2044 2038 2130.4791 2131.2594 2131.5195 2132.5599 2127.8781 2130.219 2127.8781 2130.9993 2133.6003 2134.1205 2133.8604 2132.82 2158.83 2513.3463 
14:31:48.444918 2045 2037 2131.5195 2131.5195 2132.2998 2132.5599 2128.6584 2127.618 2125.2771 2131.7796 2132.82 2135.421 2134.3806 2134.3806 2160.3906 2514.6468 
14:31:48.452915 2046 2037 2134.1205 2131.7796 2131.7796 2129.9589 2129.9589 2129.1786 2126.8377 2129.6988 2133.8604 2135.421 2134.1205 2137.2417 2160.3906 2515.6872 
14:31:48.460986 2046 2037 2133.0801 2131.7796 2129.4387 2130.9993 2129.9589 2128.9185 2133.8604 2129.1786 2133.8604 2135.421 2135.1609 2137.2417 2160.3906 2514.6468 
14:31:48.468918 2046 2038 2133.6003 2132.0397 2128.9185 2131.7796 2129.1786 2130.7392 2130.9993 2128.6584 2131.2594 2135.421 2134.9008 2138.2821 2160.6507 2518.2882 
14:31:48.476916 2045 2039 2133.0801 2131.2594 2132.5599 2131.2594 2132.5599 2132.5599 2131.7796 2131.7796 2132.0397 2134.9008 2134.1205 2137.2417 2159.8704 2516.4675 
14:31:48.484916 2045 2039 2133.3402 2130.7392 2133.3402 2128.6584 2133.3402 2132.2998 2129.9589 2129.6988 2132.82 2134.3806 2135.421 2138.2821 2161.9512 2522.7099 
14:31:48.492993 2044 2039 2129.6988 2133.0801 2131.5195 2130.219 2132.5599 2128.9185 2130.219 2130.9993 2132.82 2134.1205 2133.3402 2135.9412 2161.9512 2521.1493 
14:31:48.500930 2045 2038 2133.6003 2133.6003 2130.219 2130.7392 2130.219 2129.1786 2125.7973 2128.9185 2132.0397 2135.6811 2133.3402 2138.5422 2161.6911 2522.1897 
14:31:48.507940 2046 2040 2133.6003 2132.0397 2131.2594 2131.2594 2131.7796 2129.1786 2130.9993 2128.3983 2132.0397 2136.9816 2131.2594 2133.6003 2159.8704 2520.369 
14:31:48.515918 2045 2039 2134.6407 2130.7392 2131.2594 2130.7392 2130.219 2129.6988 2123.9766 2126.3175 2132.0397 2135.9412 2132.5599 2136.2013 2160.9108 2526.8715 
14:31:48.524000 2045 2038 2131.2594 2132.0397 2130.4791 2131.5195 2130.219 2132.5599 2123.4564 2128.3983 2133.0801 2135.6811 2130.7392 2132.5599 2158.5699 2516.9877 
14:31:48.531921 2046 2038 2131.5195 2131.7796 2130.219 2130.7392 2128.3983 2133.0801 2123.9766 2127.3579 2132.5599 2136.7215 2132.2998 2135.1609 2158.83 2515.9473 
14:31:48.539917 2045 2038 2131.7796 2132.0397 2130.7392 2130.219 2128.9185 2131.5195 2125.5372 2126.5776 2131.5195 2135.1609 2131.5195 2134.3806 2158.83 2516.9877 
14:31:48.547915 2045 2038 2133.3402 2131.5195 2130.9993 2129.9589 2129.4387 2130.219 2121.1155 2128.6584 2132.0397 2133.0801 2132.2998 2134.9008 2159.3502 2517.2478 
14:31:48.555996 2044 2039 2132.82 2133.0801 2129.4387 2128.1382 2129.4387 2133.0801 2122.416 2127.3579 2132.0397 2134.1205 2130.4791 2134.1205 2160.3906 2520.8892 
14:31:48.563917 2045 2038 2133.3402 2133.0801 2130.9993 2129.4387 2127.618 2132.82 2125.5372 2128.1382 2132.2998 2135.9412 2133.0801 2139.0624 2161.6911 2521.9296 
14:31:48.570918 2046 2038 2141.6634 2131.2594 2130.219 2128.3983 2127.0978 2134.1205 2118.7746 2124.2367 2130.7392 2134.9008 2136.9816 2145.0447 2162.9916 2526.6114 
14:31:48.578916 2043 2038 2138.2821 2129.9589 2130.4791 2130.219 2132.0397 2131.5195 2125.5372 2127.618 2131.7796 2133.8604 2136.4614 2141.9235 2162.2113 2521.9296 
14:31:48.586987 2043 2038 2140.1028 2131.5195 2129.1786 2126.5776 2128.3983 2134.9008 2117.4741 2120.5953 2131.2594 2134.1205 2135.1609 2146.8654 2165.5926 2542.2174 
14:31:48.594917 2045 2037 2134.3806 2132.5599 2132.0397 2130.9993 2130.7392 2132.2998 2125.017 2126.8377 2131.2594 2134.1205 2135.421 2142.1836 2161.9512 2529.7326 
14:31:48.602915 2044 2038 2141.9235 2130.7392 2129.9589 2127.8781 2128.6584 2135.421 2110.7115 2117.9943 2129.4387 2134.3806 2137.7619 2146.3452 2162.9916 2537.0154 
14:31:48.610914 2047 2037 2130.9993 2132.2998 2130.7392 2131.2594 2133.0801 2132.2998 2124.7569 2125.2771 2133.6003 2134.9008 2129.6988 2132.5599 2159.8704 2524.5306 
14:31:48.618996 2046 2038 2142.4437 2132.0397 2128.6584 2126.3175 2123.9766 2136.4614 2098.7469 2114.3529 2132.2998 2135.9412 2133.8604 2141.1432 2165.0724 2525.8311 
14:31:48.626917 2044 2038 2133.3402 2132.5599 2130.219 2130.7392 2128.6584 2132.0397 2117.214 2122.416 2130.7392 2135.6811 2132.5599 2130.219 2158.3098 2489.6772 
14:31:48.634925 2043 2038 2146.3452 2128.6584 2127.0978 2126.3175 2122.1559 2137.7619 2091.204 2106.2898 2130.219 2135.1609 2137.7619 2148.9462 2164.8123 2496.4398 
14:31:48.641952 2045 2039 2136.2013 2131.2594 2129.4387 2128.9185 2128.3983 2135.421 2095.6257 2119.0347 2132.0397 2135.1609 2132.2998 2135.9412 2159.3502 2463.147 
14:31:48.649985 2044 2038 2154.4083 2126.5776 2128.1382 2126.0574 2120.3352 2138.5422 2091.9843 2098.7469 2131.5195 2135.9412 2142.4437 2151.8073 2166.8931 2443.6395 
14:31:48.657916 2045 2041 2145.3048 2129.1786 2128.6584 2127.0978 2123.1963 2136.9816 2109.9312 2107.5903 2130.4791 2135.421 2136.4614 2153.3679 2164.5522 2424.3921 
14:31:48.665916 2048 2039 2156.4891 2120.3352 2126.8377 2127.0978 2117.214 2141.4033 2115.6534 2094.0651 2130.7392 2135.6811 2144.7846 2160.3906 2171.5749 2417.8896 
14:31:48.673916 2048 2039 2161.9512 2124.4968 2126.5776 2126.3175 2123.1963 2144.2644 2126.0574 2076.8985 2130.9993 2135.421 2142.1836 2154.1482 2167.9335 2402.2836 
14:31:48.681979 2048 2038 2153.628 2120.0751 2128.1382 2129.9589 2122.416 2144.0043 2145.5649 2091.204 2133.6003 2136.4614 2145.3048 2147.1255 2171.5749 2383.2963 
14:31:48.689922 2046 2038 2161.1709 2117.7342 2127.3579 2129.4387 2119.815 2151.027 2132.82 2094.0651 2133.0801 2137.2417 2147.9058 2154.9285 2176.7769 2377.0539 
14:31:48.697922 2044 2037 2145.5649 2121.3756 2131.2594 2133.6003 2127.8781 2144.0043 2146.3452 2120.3352 2133.3402 2136.7215 2144.0043 2138.5422 2171.835 2359.6272 
14:31:48.704938 2045 2038 2143.7442 2119.0347 2126.0574 2127.618 2122.416 2152.0674 2140.8831 2112.2721 2132.0397 2136.4614 2145.5649 2136.9816 2180.6784 2354.4252 
14:31:48.712966 2045 2039 2112.5322 2127.0978 2128.6584 2131.7796 2130.7392 2140.623 2160.3906 2147.6457 2132.2998 2136.4614 2135.9412 2120.8554 2170.5345 2318.5314 
14:31:48.720939 2045 2039 2125.2771 2119.0347 2123.4564 2128.1382 2119.815 2145.825 2161.1709 2133.6003 2131.5195 2138.022 2145.0447 2132.82 2175.9966 2321.6526 
14:31:48.728926 2044 2039 2105.2494 2131.7796 2132.0397 2131.5195 2128.9185 2135.9412 2177.8173 2157.5295 2130.7392 2135.421 2129.6988 2124.2367 2158.83 2312.8092 
14:31:48.736991 2050 2037 2110.7115 2120.8554 2125.2771 2127.618 2118.7746 2142.7038 2185.8804 2156.7492 2129.1786 2136.4614 2140.8831 2134.1205 2170.5345 2303.9658 
14:31:48.744958 2063 2026 2100.0474 2131.2594 2128.6584 2128.6584 2130.4791 2134.1205 2203.5672 2178.3375 2130.9993 2136.2013 2129.4387 2129.9589 2157.5295 2285.2386 
14:31:48.752931 2046 2030 2106.0297 2132.5599 2135.421 2136.4614 2126.3175 2149.4664 2208.5091 2185.1001 2130.9993 2135.9412 2136.7215 2133.3402 2165.0724 2288.0997 
14:31:48.760922 2004 1962 2100.8277 2132.0397 2136.2013 2134.1205 2131.2594 2130.4791 2200.9662 2186.4006 2128.6584 2133.6003 2130.7392 2130.9993 2152.3275 2279.5164 
14:31:48.768001 1799 1883 2103.6888 2147.3856 2161.6911 2154.9285 2140.1028 2151.2871 2197.3248 2179.8981 2129.6988 2135.421 2136.9816 2126.0574 2155.1886 2271.1932 
14:31:48.775957 1739 1818 2110.9716 2156.7492 2158.3098 2157.2694 2147.1255 2149.9866 2206.4283 2184.5799 2130.9993 2135.421 2130.9993 2118.5145 2154.6684 2264.1705 
14:31:48.784931 1804 1703 2150.2467 2068.0551 2082.3606 2126.8377 2086.7823 2168.1936 2257.1478 2247.0039 2157.2694 2139.3225 2182.7592 2172.8754 2207.4687 2323.9935 
14:31:48.791923 1745 1719 2121.3756 2157.0093 2207.9889 2191.6026 2135.421 2139.0624 2194.9839 2171.5749 2138.2821 2138.2821 2155.7088 2129.9589 2178.0774 2281.5972 
14:31:48.800157 1747 1811 2093.805 2076.1182 2061.0324 2102.1282 2092.5045 2088.8631 2249.6049 2273.7942 2163.7719 2146.0851 2149.7265 2120.8554 2179.638 2268.3321 
14:31:48.807936 1829 1880 2200.1859 1748.9124 1713.5388 1915.3764 1886.2452 2224.3752 2374.4529 2415.5487 2200.7061 2136.2013 2291.481 2306.5668 2324.2536 2462.3667 
14:31:48.815928 1921 2062 2251.9458 1802.7531 1863.3564 1965.3156 1898.9901 2158.5699 2554.4421 2537.0154 2266.5114 2197.5849 2347.4025 2354.1651 2368.4706 2417.6295 
14:31:48.823923 1973 2162 2168.1936 2095.3656 2235.2994 2186.9208 2103.6888 2186.1405 2589.5556 2610.1035 2236.86 2181.9789 2229.3171 2227.7565 2249.6049 2173.6557 
14:31:48.831136 2119 2235 2090.6838 2183.7996 2249.6049 2273.5341 2206.4283 2283.678 2374.1928 2361.708 2109.6711 2056.6107 2126.8377 2121.1155 2133.6003 2047.7673 
14:31:48.838934 2191 2243 2091.4641 2238.4206 2199.4056 2272.2336 2237.6403 2296.9431 2277.4356 2129.1786 2128.9185 2089.6434 2119.0347 2046.7269 2097.4464 1991.8458 
14:31:48.846929 2292 2167 2026.4391 2448.0612 2368.2105 2345.8419 2352.6045 2223.5949 2132.2998 2006.9316 2157.0093 2177.5572 2059.2117 1911.2148 2016.0351 1836.306 
14:31:48.854921 2343 2257 1990.8054 2392.3998 2303.1855 2261.0493 2317.2309 1795.9905 2098.2267 2108.3706 2148.9462 2159.6103 2046.7269 1902.3714 2014.2144 1849.0509 
14:31:48.862965 2404 2252 1987.164 2363.0085 2282.3775 2205.9081 2303.1855 1404.0198 2016.0351 1977.2802 2091.204 2090.4237 2045.1663 1914.5961 2019.4164 1878.1821 
14:31:48.870927 2426 2265 1977.8004 2387.1978 2290.7007 2179.3779 2318.7915 1462.2822 2124.2367 2049.3279 2133.3402 2108.8908 2052.9693 1887.5457 2015.775 1820.7 
14:31:48.878928 2434 2320 1965.3156 2353.6449 2249.0847 2185.8804 2269.3725 1913.0355 2045.4264 2045.1663 2097.4464 2094.0651 2059.2117 1899.2502 2036.583 1837.6065 
14:31:48.886920 2392 2319 1919.7981 2324.5137 2286.5391 2188.7415 2300.5845 1986.9039 2039.4441 2054.2698 2105.2494 2124.2367 2049.3279 1910.9547 2054.5299 1790.0082 
14:31:48.894966 2389 2289 1897.6896 2331.7965 2316.9708 2177.5572 2341.1601 1968.6969 2069.8758 2072.7369 2137.2417 2152.3275 2043.6057 1925.0001 2059.4718 1738.2483 
14:31:48.901929 2371 2315 1896.3891 2332.5768 2225.1555 2224.6353 2206.6884 1884.1644 2089.9035 2070.396 2114.613 2145.825 2044.386 1939.8258 2061.8127 1754.6346 
14:31:48.909930 2347 2306 1914.0759 2310.7284 2179.1178 2197.845 2124.2367 2038.1436 2089.3833 2083.6611 2109.9312 2157.5295 2049.8481 1941.6465 2063.3733 1777.2633 
14:31:48.917919 2277 2301 1981.4418 2272.2336 2250.6453 2173.6557 2220.9939 2380.6953 2064.4137 2081.0601 2118.5145 2161.6911 2066.7546 1956.9924 2075.3379 1864.1367 
14:31:48.925966 2254 2307 2014.9947 2299.0239 2281.5972 2161.431 2267.8119 2280.2967 2059.7319 2058.6915 2122.6761 2183.0193 2054.5299 1928.1213 2072.997 1926.0405 
14:31:48.933938 2249 2303 2029.5603 2295.6426 2224.1151 2176.7769 2162.7315 2192.1228 2096.1459 2049.588 2114.0928 2209.5495 2072.2167 1937.745 2096.9262 1941.1263 
14:31:48.941930 2256 2295 2027.2194 2292.7815 2225.6757 2146.8654 2171.5749 2388.2382 2101.3479 2048.2875 2116.4337 2170.7946 2095.6257 1957.2525 2100.3075 1890.6669 
14:31:48.949920 2261 2212 2049.588 2260.7892 2211.6303 2129.9589 2238.9408 2252.7261 2091.204 2059.4718 2129.6988 2135.421 2105.5095 1978.3206 2108.6307 1911.735 
14:31:48.957974 2264 2182 2019.9366 2256.3675 2206.9485 2160.6507 2279.5164 2057.6511 2071.9566 2042.0451 2131.2594 2150.5068 2079.7596 1953.351 2090.9439 1903.932 
14:31:48.965930 2266 2174 2044.1259 2253.7665 2198.1051 2121.1155 2280.0366 2367.4302 2082.1005 2051.6688 2138.8023 2164.032 2092.2444 1968.6969 2100.0474 1942.1667 
14:31:48.972930 2217 2034 2056.8708 2279.5164 2198.6253 2124.4968 2284.9785 2493.3186 2085.2217 2058.4314 2129.6988 2144.2644 2090.4237 1975.1994 2095.1055 1959.5934 
14:31:48.980920 2215 1997 2068.0551 2270.9331 2175.9966 2094.8454 2271.4533 2303.7057 2093.0247 2071.6965 2130.4791 2146.0851 2094.8454 1992.6261 2107.3302 1967.6565 
14:31:48.988992 2195 2101 2058.9516 2268.5922 2194.2036 2098.7469 2283.678 2378.6145 2086.7823 2069.0955 2125.017 2147.6457 2087.0424 1992.6261 2110.7115 1959.0732 
14:31:48.996940 2178 2143 2071.6965 2268.072 2183.7996 2106.0297 2282.1174 2380.1751 2093.805 2068.5753 2137.7619 2141.1432 2080.5399 1995.2271 2119.5549 1965.8358 
14:31:49.004931 2148 2150 2104.4691 2287.0593 2147.6457 2063.1132 2267.0316 2122.6761 2099.2671 2064.9339 2141.6634 2157.0093 2074.8177 2003.5503 2114.3529 1983.0024 
14:31:49.012945 2173 2143 2087.8227 2289.4002 2079.2394 2011.8735 2191.6026 1836.306 2099.5272 2065.194 2177.2971 2181.7188 2084.1813 2006.4114 2117.7342 1990.5453 
14:31:49.020978 2242 2089 2020.977 2240.7615 2076.8985 2050.1082 2116.9539 1729.9251 2091.204 2060.5122 2166.3729 2160.6507 2090.1636 1999.9089 2114.613 1988.9847 
14:31:49.028931 2274 2077 2001.7296 2224.6353 2134.1205 2094.0651 2136.9816 1890.927 2102.9085 2060.2521 2144.7846 2140.8831 2089.3833 2001.9897 2100.0474 1988.4645 
14:31:49.035930 2314 2078 2033.982 2298.7638 2153.628 2090.1636 2224.1151 2304.2259 2124.2367 2067.2748 2138.2821 2148.9462 2084.9616 1997.0478 2082.1005 1976.76 
14:31:49.043952 2313 2079 2033.4618 2310.4683 2118.2544 2119.2948 2237.9004 2428.2936 2117.4741 2065.4541 2126.5776 2123.1963 2086.5222 1980.1413 2085.4818 1961.6742 
14:31:49.051964 2297 2074 2023.0578 2241.2817 2138.8023 2170.7946 2181.9789 2168.4537 2098.4868 2068.0551 2105.2494 2099.007 2097.4464 1987.164 2098.2267 1989.2448 
14:31:49.059932 2326 2076 2024.8785 2233.2186 2184.84 2194.9839 2186.9208 2112.5322 2079.2394 2065.194 2116.9539 2120.8554 2095.3656 1989.5049 2098.2267 2007.4518 
14:31:49.067929 2370 2071 2037.8835 2216.5722 2181.4587 2197.5849 2226.456 2197.5849 2067.0147 2066.2344 2137.7619 2141.9235 2096.9262 1996.2675 2116.1736 2029.5603 
14:31:49.075934 2429 2013 2042.5653 2204.6076 2181.4587 2154.1482 2269.1124 2186.4006 2077.6788 2053.7496 2128.9185 2137.2417 2087.0424 1991.0655 2115.3933 2031.9012 
14:31:49.083955 2448 1990 2058.6915 2221.254 2165.5926 2125.017 2252.466 2098.4868 2106.81 2066.4945 2140.3629 2143.224 2090.6838 2005.8912 2121.8958 2040.4845 
14:31:49.091927 2461 1983 2059.2117 2248.5645 2139.0624 2133.8604 2222.2944 2044.6461 2105.7696 2068.0551 2131.2594 2134.3806 2084.4414 2003.0301 2119.815 2023.3179 
14:31:49.098928 2453 1987 2071.4364 2229.3171 2130.219 2145.0447 2185.6203 2116.9539 2121.6357 2076.1182 2118.5145 2130.7392 2090.9439 2015.2548 2131.2594 2036.3229 
14:31:49.106933 2420 2012 2071.4364 2241.0216 2144.5245 2155.1886 2161.431 2226.9762 2127.0978 2069.8758 2118.5145 2130.9993 2083.9212 2007.7119 2125.5372 2032.9416 
14:31:49.114951 2396 2033 2081.8404 2235.8196 2158.3098 2150.7669 2159.0901 2312.0289 2118.5145 2083.9212 2121.3756 2121.3756 2086.002 2015.2548 2116.9539 2039.184 
14:31:49.122926 2353 2087 2073.7773 2230.6176 2179.8981 2142.4437 2198.6253 2292.2613 2103.1686 2083.1409 2113.3125 2104.7292 2083.401 2017.8558 2102.9085 2031.6411 
14:31:49.130919 2342 2093 2080.5399 2223.855 2152.0674 2119.5549 2196.8046 2199.9258 2116.1736 2082.1005 2123.9766 2118.2544 2094.3252 2029.8204 2120.5953 2037.8835 
14:31:49.138974 2358 2091 2071.1763 2232.6984 2132.0397 2113.5726 2190.3021 2105.7696 2099.2671 2076.8985 2130.9993 2121.1155 2084.7015 2019.6765 2120.5953 2030.0805 
14:31:49.146948 2367 2068 2063.6334 2234.7792 2131.5195 2107.8504 2196.0243 2090.9439 2106.81 2083.9212 2128.1382 2112.012 2084.1813 2010.8331 2108.3706 2028.2598 
14:31:49.154925 2373 2003 2061.2925 2234.5191 2137.2417 2107.8504 2199.4056 2159.6103 2117.9943 2082.1005 2138.2821 2128.9185 2091.4641 2010.573 2107.8504 2032.6815 
14:31:49.161923 2398 1979 2062.593 2231.3979 2114.3529 2116.1736 2183.2794 2139.5826 2110.4514 2080.2798 2157.2694 2155.4487 2095.3656 2015.2548 2111.2317 2033.982 
14:31:49.169968 2399 1955 2062.8531 2244.9231 2091.204 2116.6938 2170.2744 2114.3529 2119.0347 2077.6788 2148.6861 2154.1482 2093.805 2013.4341 2105.5095 2035.5426 
